id,extroversion,neurotic,agreeable,conscientious,open,TimeSpent
904533,3.2,3.4,2.0,2.8,4.6,2.11
437248,4.2,3.8,2.8,4.0,3.8,1.15
220178,4.4,4.0,2.6,2.0,3.6,1.74
659332,3.0,3.2,1.8,4.2,4.4,1.54
980594,3.8,3.8,2.0,2.4,3.8,1.41
344696,1.4,3.0,2.4,1.6,3.4,1.71
133067,4.2,3.0,2.0,3.0,4.2,2.14
793924,3.0,3.4,2.0,2.6,4.2,1.3
800554,4.0,3.6,3.0,4.2,3.2,2.53
451721,3.4,3.6,2.4,3.8,3.2,1.57
461891,1.6,3.2,2.8,4.0,3.8,1.77
91100,3.6,3.0,3.4,2.0,3.8,2.27
1005020,1.8,3.6,2.8,2.8,3.6,2.08
426400,2.6,2.6,2.2,2.6,3.4,2.24
150233,2.2,3.4,3.0,2.0,3.0,3.18
509694,3.6,3.4,3.0,3.8,3.0,2.76
510711,4.2,3.4,2.8,2.8,4.2,1.09
645877,2.4,2.8,2.6,2.0,3.8,1.25
639601,3.2,3.6,2.4,3.6,4.0,1.59
950942,3.4,3.0,3.4,4.4,3.0,1.96
85669,3.0,3.0,4.2,1.4,4.0,2.55
217660,1.6,3.2,3.2,3.0,3.6,1.77
228586,1.4,3.0,2.4,4.6,2.6,1.91
27361,3.4,3.8,4.0,2.0,2.4,1.75
805048,1.4,3.0,1.8,2.2,3.4,2.04
992663,3.0,3.6,1.8,4.4,3.6,0.85
863277,1.0,3.6,3.0,3.8,4.2,1.25
9367,3.0,2.8,2.6,2.6,2.8,0.77
361716,4.2,3.4,1.8,3.4,3.6,1.97
633965,4.0,3.8,2.0,3.6,4.0,1.97
667504,2.6,3.2,2.0,3.2,3.4,3.36
83214,1.2,3.2,3.0,3.0,3.8,1.09
178630,1.2,2.6,4.4,3.0,3.8,1.37
685525,3.8,3.2,2.4,1.4,4.6,1.5
121042,1.6,2.6,2.8,2.4,3.8,2.54
875664,2.6,3.2,2.0,3.0,4.0,2.11
655919,4.8,3.6,2.0,2.4,4.2,1.6
245267,3.6,2.6,2.4,2.0,3.2,1.88
163101,4.4,2.6,2.6,1.4,4.2,3.47
81,4.2,3.2,3.0,3.0,2.2,1.29
879071,2.2,2.4,2.0,1.6,4.0,2.45
783531,1.6,3.8,3.2,2.4,4.4,1.36
405716,2.2,4.2,2.4,2.6,3.6,2.21
38148,2.6,3.6,3.0,3.0,3.4,1.08
82118,3.8,3.4,2.4,1.6,3.4,1.88
512279,3.8,4.0,1.6,2.8,4.2,1.77
271075,2.6,4.0,2.4,3.4,3.8,2.37
637219,4.2,2.8,2.0,3.4,4.8,1.6
164977,2.0,3.0,3.6,2.4,4.4,1.7
748734,2.8,3.8,1.8,4.2,4.4,1.83
144451,1.8,2.8,3.0,3.0,4.2,1.79
224047,2.8,3.0,2.4,4.2,3.4,1.36
379745,1.8,3.8,2.2,3.0,2.6,1.91
933637,2.0,2.4,1.8,2.0,3.8,1.2
763929,1.8,3.0,2.0,3.6,3.6,3.77
268529,2.0,2.8,2.2,3.0,3.8,1.47
407854,1.2,3.4,1.8,3.8,3.2,2.1
372812,1.6,3.2,2.4,2.4,4.0,2.75
372443,1.8,2.8,1.8,3.8,2.8,1.66
615968,3.4,3.4,2.4,3.6,3.6,4.61
949847,2.2,2.8,2.2,4.6,2.6,3.06
512055,1.2,3.0,2.8,2.8,4.4,2.23
308860,2.8,2.6,2.8,4.6,3.8,2.87
149955,4.2,2.8,1.8,3.8,4.0,3.19
852077,4.0,2.8,3.4,2.6,4.0,3.51
351936,2.2,3.0,2.0,2.8,3.8,1.53
901982,4.2,3.4,1.8,4.2,3.2,2.95
375823,3.2,2.2,3.2,3.4,3.8,2.41
300068,1.8,2.8,1.6,2.6,3.2,1.77
155822,2.4,3.6,3.0,2.4,4.0,2.58
741538,3.2,3.2,2.4,4.2,4.6,1.49
907432,2.4,2.8,2.0,1.8,3.8,1.52
910516,2.8,4.0,2.4,4.8,3.6,1.94
472004,4.6,4.0,1.6,2.6,3.8,1.76
889441,4.6,2.8,2.8,2.8,4.0,0.7
287334,3.2,2.8,2.6,1.8,4.4,1.67
848456,3.8,3.0,2.8,4.4,4.2,1.38
730521,4.6,2.8,3.4,3.4,3.0,3.06
607941,2.4,3.8,2.0,1.8,3.8,1.82
316361,3.2,4.4,2.0,2.4,3.6,2.93
969592,2.2,3.8,2.6,3.0,3.2,2.44
175468,2.8,2.4,3.4,4.0,3.8,2.09
669409,3.8,2.8,2.0,3.6,3.6,2.68
265586,2.6,3.8,2.2,4.2,4.2,2.56
114218,1.6,2.6,2.4,3.8,3.8,1.89
648513,4.4,2.6,2.0,3.0,4.2,2.23
737526,3.0,3.2,3.2,4.2,3.4,0.86
9711,3.0,3.8,2.0,2.6,3.6,1.81
130196,1.8,3.4,3.4,4.6,4.2,2.5
574750,2.2,3.2,2.0,3.2,3.4,0.9
428218,2.8,3.8,2.6,2.2,3.6,2.8
65241,4.2,2.8,2.4,1.2,4.0,1.58
248941,2.8,2.6,2.0,1.4,3.8,1.43
48841,3.2,3.0,3.2,3.6,2.2,1.58
134662,3.6,3.2,2.2,2.4,3.4,1.4
776951,3.4,3.6,3.8,3.4,4.0,1.58
1010482,2.2,2.8,2.2,3.0,4.2,3.44
308270,3.2,3.0,2.0,1.8,2.2,2.11
78808,4.0,3.8,2.8,2.0,3.6,1.32
775588,3.4,3.4,2.2,5.0,4.4,1.39
591697,1.0,3.6,2.6,3.0,4.0,1.76
92881,4.0,3.2,2.2,4.6,4.4,2.59
596773,2.6,3.6,2.2,2.8,3.6,4.6
628109,2.2,2.4,2.2,2.4,4.0,1.83
91836,2.2,2.8,2.6,1.6,4.2,2.39
59911,2.6,2.6,3.0,4.8,4.2,1.96
732145,3.4,3.4,2.8,2.8,3.4,1.67
529369,2.2,2.6,1.8,2.8,2.6,3.01
659015,1.8,2.8,3.2,3.6,3.4,1.3
1014337,4.0,2.8,2.8,2.2,4.2,1.48
629104,1.0,3.0,2.2,2.0,3.6,1.84
57842,3.0,3.2,2.6,3.2,3.6,3.03
711162,2.4,2.6,2.0,2.2,3.8,2.94
454459,1.0,3.0,3.4,4.0,3.8,0.98
564545,4.2,3.4,2.2,4.8,3.2,1.43
820367,2.2,2.8,3.2,2.6,3.0,1.3
903514,1.8,3.2,1.8,3.0,3.8,3.68
447882,4.4,3.0,3.2,5.0,4.0,1.29
40433,4.2,3.2,3.2,5.0,3.2,1.54
456797,2.6,3.6,3.2,2.8,2.8,2.29
306638,2.2,2.6,3.6,1.0,3.8,2.43
819372,2.6,3.4,2.8,2.6,3.6,2.66
64205,3.4,3.4,1.8,1.8,3.4,2.18
686866,4.8,3.6,2.6,2.4,3.4,1.08
720627,1.6,3.4,1.8,5.0,4.2,1.28
942673,4.2,3.4,3.0,2.0,4.0,1.08
629133,3.6,3.6,2.4,4.0,2.8,1.49
950827,2.0,3.2,2.6,5.0,4.0,1.84
843544,1.8,2.8,2.0,2.0,4.4,2.19
915482,2.0,3.0,2.0,3.4,4.4,0.94
476376,3.4,3.6,3.0,4.6,3.8,1.29
962106,2.4,3.4,1.8,2.6,3.0,2.93
572748,4.2,3.4,2.0,2.6,4.2,1.76
50991,3.2,3.0,3.2,1.8,3.6,1.52
148899,2.4,3.6,3.8,4.0,4.2,1.28
947263,2.6,2.8,2.6,2.4,4.2,1.45
308764,2.4,3.2,2.2,1.4,3.2,1.6
215283,2.8,2.6,3.2,2.2,3.8,1.17
517341,3.6,3.8,2.2,2.8,3.6,2.24
356661,4.2,3.4,2.6,4.0,4.2,1.46
312242,3.4,4.0,2.4,3.6,3.0,1.67
355826,1.6,2.0,2.2,2.4,4.4,1.81
654182,3.8,2.6,2.8,4.2,4.2,2.5
818258,2.4,3.6,2.6,2.8,3.2,1.86
972841,2.4,3.2,2.0,4.4,4.2,2.74
11987,4.2,3.6,2.2,2.6,4.0,2.52
587545,4.0,4.2,2.2,4.0,4.0,1.84
43221,2.0,3.6,3.0,1.8,3.6,2.92
222561,2.8,3.0,3.4,1.8,3.4,1.33
836910,1.4,2.4,2.4,4.0,4.0,1.76
396634,2.4,3.4,2.8,3.0,3.8,1.86
42894,1.8,2.6,2.2,3.0,3.4,1.47
59285,2.4,3.6,1.8,4.0,4.6,1.59
33859,3.2,3.2,2.4,2.0,3.8,1.62
477382,3.6,2.6,3.4,2.6,4.2,1.48
651177,4.2,2.2,2.4,3.0,4.2,2.34
660487,2.8,2.4,2.0,2.6,4.2,1.97
702311,2.8,3.0,3.0,3.6,3.0,2.69
232448,3.2,3.4,2.2,2.6,3.0,0.76
382386,1.8,2.2,3.4,3.6,3.8,3.11
273066,2.6,3.6,2.8,3.6,4.6,1.35
637129,2.0,2.6,3.8,2.6,3.8,3.24
344229,1.4,2.6,2.8,3.0,3.6,1.75
223990,4.2,2.8,3.0,2.0,3.2,2.7
221371,1.6,3.4,1.8,2.4,3.6,0.81
924658,4.6,2.6,2.2,1.8,3.4,1.0
907684,4.6,4.0,2.6,4.8,2.6,1.49
31064,3.2,3.0,2.8,2.8,3.2,2.09
752664,2.2,3.4,2.6,4.2,3.8,2.68
159691,2.4,4.2,1.6,3.0,4.0,1.67
734268,1.0,3.8,2.0,2.2,4.2,2.7
968830,3.0,3.0,3.2,1.2,4.4,1.41
451628,4.6,3.2,1.8,3.8,3.2,2.17
349694,2.6,3.0,1.6,4.2,2.8,1.18
893051,2.8,3.2,2.0,1.8,4.2,1.9
425331,3.6,3.2,1.8,2.8,3.8,1.97
236389,4.0,3.4,2.2,4.2,3.8,3.09
24310,3.6,3.2,2.8,3.4,3.6,3.24
354243,5.0,3.4,2.6,1.8,3.4,3.55
820477,1.4,2.6,3.2,3.0,3.4,1.51
1013710,2.6,2.0,3.2,3.4,4.2,1.72
541340,4.2,3.6,2.4,3.2,4.4,1.71
182164,3.0,3.8,3.6,1.0,3.0,3.69
598137,4.8,3.6,2.8,4.4,4.0,1.2
779730,2.6,2.8,2.6,2.6,3.6,1.2
251205,2.6,3.0,2.6,3.8,3.2,1.55
558463,2.6,3.0,2.6,4.4,3.2,1.84
625661,1.8,3.0,3.8,3.2,4.0,2.05
924831,3.2,2.8,2.8,3.8,3.8,1.98
651897,3.6,2.6,1.8,3.4,4.4,1.41
157862,4.4,2.6,2.6,1.2,3.2,2.34
815727,4.4,3.4,1.8,1.6,3.0,2.8
791144,3.0,3.0,2.6,2.8,3.6,1.13
157004,1.8,2.8,2.6,3.0,3.0,1.8
300970,2.6,2.6,2.2,2.8,3.4,2.57
513710,4.0,2.8,3.2,3.6,3.6,3.3
569539,3.0,2.8,2.0,4.0,3.6,1.12
43562,2.2,3.0,2.8,3.2,3.4,2.35
490412,2.0,3.6,2.6,4.8,3.4,2.66
146902,3.8,3.6,2.6,4.2,4.2,2.54
588990,3.8,3.6,2.2,3.0,4.0,2.27
1010295,4.2,3.4,1.8,4.4,3.6,2.45
95039,3.4,3.2,2.4,2.8,4.2,1.9
939901,4.0,3.4,1.6,4.0,4.0,1.73
411182,3.0,4.0,2.4,3.0,3.8,1.88
237244,1.8,2.6,2.8,1.4,3.8,1.25
114104,2.0,2.8,2.0,3.4,4.0,2.79
83014,2.6,3.4,3.8,2.8,3.8,1.48
365294,4.6,3.0,2.0,3.4,3.6,1.86
616022,4.8,3.4,2.0,3.6,4.0,1.28
395746,2.4,3.6,1.8,2.6,4.2,1.63
937342,1.8,3.4,2.2,4.6,3.8,1.97
290381,3.4,4.2,2.4,3.0,4.0,2.73
487078,5.0,3.4,2.6,3.8,4.2,2.17
368701,3.8,3.4,3.0,2.8,3.6,1.96
514111,2.2,4.4,2.6,3.6,3.0,2.48
932636,2.2,3.0,3.6,2.0,3.6,2.6
804665,2.2,3.8,3.6,2.0,4.0,1.87
590991,3.0,3.2,2.4,2.0,3.0,1.65
206309,4.6,3.0,2.2,2.6,4.2,1.49
169357,2.2,3.2,2.0,3.2,2.6,1.03
608755,2.2,3.4,2.4,2.4,3.8,1.27
49587,2.0,3.4,4.2,2.0,4.2,1.05
579425,2.0,3.0,3.4,2.4,2.4,2.27
940738,2.4,3.8,2.6,3.0,3.2,1.42
552180,2.8,3.0,3.2,2.8,3.6,1.04
162252,2.2,4.0,2.2,2.4,3.4,1.92
957959,2.8,3.4,1.8,4.6,4.6,1.26
53836,2.2,3.0,2.2,2.8,3.2,2.1
756590,1.8,2.2,3.0,3.4,4.0,1.9
365668,4.0,3.0,1.8,3.4,4.6,2.69
834891,3.2,3.8,1.6,3.0,4.2,1.1
878389,1.2,3.8,3.2,2.6,4.2,1.95
391919,2.0,3.6,2.8,3.0,4.2,2.27
811366,5.0,3.4,1.4,4.2,4.4,3.74
606198,1.6,3.2,2.8,3.0,4.0,2.71
981536,3.0,3.4,1.6,4.6,3.4,0.98
494658,4.6,3.0,2.0,3.4,3.4,1.56
841486,3.0,2.8,3.2,4.0,3.2,1.12
983020,2.0,3.6,2.6,4.8,2.8,1.57
527504,1.6,3.0,2.0,3.4,3.0,1.57
230979,2.6,3.6,2.6,3.8,3.6,1.37
111118,3.0,3.2,2.8,2.8,3.4,3.36
457319,4.0,2.6,2.8,1.0,4.4,2.15
900096,2.0,3.2,2.4,3.2,3.8,1.73
692888,2.0,3.0,4.2,2.6,3.0,2.13
391278,1.6,3.4,2.2,3.0,4.0,1.66
303609,2.8,3.4,2.2,2.4,3.2,2.5
962706,1.8,3.4,2.6,3.4,4.2,1.53
621221,3.8,4.0,3.0,3.6,3.4,3.57
252955,4.2,3.2,2.2,3.8,4.0,1.34
584816,3.4,3.0,2.2,3.8,3.4,2.32
373743,4.6,3.4,3.6,3.4,4.2,3.27
532937,2.8,3.6,2.0,4.0,4.0,1.92
115067,4.0,3.8,2.2,3.8,4.2,1.37
130041,3.6,3.6,2.2,2.4,4.2,1.45
282180,3.2,2.6,2.4,2.4,2.6,4.69
141779,2.6,4.0,2.2,3.4,4.0,2.07
536768,2.2,3.0,2.4,1.2,3.2,1.02
667179,4.2,2.8,1.6,2.0,3.2,1.22
600848,3.0,3.2,2.8,2.8,3.6,1.39
709545,3.0,4.2,2.4,2.4,3.8,2.13
663898,4.2,2.8,1.8,1.4,4.4,2.49
716701,4.4,4.2,2.4,4.8,3.8,1.79
465803,2.2,2.8,2.2,4.6,3.6,1.67
147374,2.4,3.4,2.6,2.2,3.4,1.66
277778,2.0,3.4,2.6,3.6,2.2,2.14
175683,3.6,3.4,3.0,3.0,4.2,1.83
727606,2.0,3.2,1.8,4.2,3.2,2.9
420414,2.6,3.2,4.2,3.0,4.2,4.28
160342,1.0,4.2,3.0,2.8,2.6,3.9
612351,2.8,2.8,2.0,2.8,4.2,0.95
737863,2.0,4.2,2.0,3.8,4.2,2.63
890878,3.0,2.8,2.8,3.4,4.2,1.57
596220,4.0,2.6,3.4,3.0,3.8,1.85
22645,3.4,3.4,3.0,2.4,4.2,1.51
272639,2.8,3.8,3.0,2.6,3.2,2.32
806668,1.2,3.2,2.8,2.6,4.2,1.84
566789,2.4,2.6,2.8,1.8,4.6,1.13
944592,2.0,3.8,2.4,4.0,3.6,3.85
93006,5.0,3.6,2.6,2.8,4.2,1.56
419913,1.6,3.0,2.0,4.4,3.4,1.03
838260,4.4,2.6,2.0,3.0,3.4,2.02
709786,2.6,3.4,2.6,3.8,4.2,2.85
566316,2.2,3.2,2.4,2.0,3.6,1.83
499606,1.2,3.6,1.8,4.4,3.4,1.32
337365,3.0,3.4,2.6,3.4,3.2,3.21
148058,2.2,2.8,2.4,2.4,4.8,1.58
338833,4.2,3.2,3.6,2.2,3.8,3.76
466041,2.6,3.4,3.2,2.6,3.0,3.72
894201,5.0,4.0,3.4,2.6,3.6,2.31
473263,3.6,3.4,2.2,4.6,3.2,2.05
230298,4.2,3.2,2.6,4.6,3.2,0.97
129852,2.4,3.2,3.2,3.0,3.6,1.35
18618,4.4,2.8,2.8,2.2,3.8,1.41
403321,4.2,3.2,3.8,2.4,2.6,1.15
531142,2.2,3.8,3.0,3.0,3.4,1.93
307674,2.8,3.2,2.4,2.6,2.8,1.57
71273,4.4,2.4,3.8,3.0,3.4,2.0
675021,4.0,3.0,2.8,3.6,4.0,2.18
419160,4.0,3.0,3.0,2.8,4.0,1.93
899128,3.2,3.4,2.0,3.8,4.0,2.52
859322,3.4,3.2,2.2,2.8,4.2,2.27
61672,2.4,4.0,1.6,4.0,3.8,1.62
250930,2.8,3.6,2.8,3.2,3.0,4.13
633343,2.4,3.0,3.4,3.6,3.8,2.4
274307,2.6,2.8,3.0,2.0,2.6,1.32
486523,3.6,2.6,2.0,2.8,4.2,2.08
179859,2.2,2.4,4.0,3.4,4.2,1.67
783250,2.4,3.6,1.8,3.0,4.0,2.54
70786,4.8,4.2,1.8,3.6,4.0,2.27
398401,4.0,3.0,3.2,1.8,2.6,1.82
328204,3.4,3.6,2.2,3.2,4.6,1.55
993855,3.8,3.2,3.4,3.6,4.4,1.29
871017,1.4,2.4,2.2,2.4,4.2,1.38
121681,1.6,3.2,3.4,2.6,3.0,4.02
125085,2.8,3.4,3.2,4.0,2.8,2.97
93353,2.4,3.6,3.0,4.4,2.6,3.33
551136,2.4,2.8,2.2,1.6,3.4,1.96
304205,4.0,2.8,2.6,3.4,4.0,2.29
736090,4.2,3.0,2.8,2.8,4.0,1.8
431556,3.4,3.8,1.6,3.8,3.6,2.02
1012096,2.8,3.6,3.0,3.8,3.6,1.47
74727,3.6,2.8,3.2,3.2,3.0,2.16
586023,4.8,3.2,2.0,2.6,4.2,1.98
708703,4.0,3.6,2.0,4.8,3.6,1.08
555882,2.4,3.2,2.2,3.4,3.8,0.95
610821,1.6,3.0,2.8,2.0,4.2,1.01
726371,3.8,3.0,2.0,1.4,3.8,2.23
621702,3.0,3.2,3.2,3.4,4.0,3.47
158851,1.0,2.4,1.8,3.0,3.8,2.42
64747,2.0,2.4,2.2,3.6,4.0,1.72
606227,2.4,4.0,2.2,4.6,2.8,1.57
732123,2.6,3.0,2.6,2.8,3.6,1.72
5651,2.0,3.2,2.8,3.4,3.8,1.18
642724,1.6,3.0,2.6,3.2,2.4,1.57
554849,2.2,3.2,3.2,3.2,2.2,1.81
452763,1.6,3.6,2.6,3.2,3.0,2.13
261904,3.2,4.0,2.4,4.0,4.0,0.91
554223,3.0,2.2,3.4,3.0,3.4,1.14
450995,1.4,2.6,2.8,2.4,3.0,2.22
700003,4.6,3.8,3.4,2.2,4.0,2.6
833214,2.8,3.2,2.2,2.6,4.0,3.03
4535,2.0,4.0,3.8,3.6,4.2,1.14
430261,3.2,3.0,2.0,2.6,3.4,1.07
554858,2.2,3.2,3.0,3.4,3.0,2.38
827171,3.2,3.6,2.6,3.4,4.2,2.02
793767,1.8,3.8,2.0,2.6,4.2,2.26
793141,1.0,3.4,2.8,3.8,4.4,2.5
830736,1.0,3.0,3.4,4.2,4.6,1.49
942833,1.8,3.6,1.8,5.0,4.4,0.83
512958,3.0,2.4,1.8,2.2,4.4,2.58
246942,3.6,4.2,4.0,4.6,3.4,1.08
959235,2.4,3.2,3.0,3.8,4.0,3.9
589426,4.0,3.6,2.4,3.8,4.0,1.32
360434,2.4,3.0,2.2,3.2,3.4,1.57
696714,1.8,2.8,3.4,1.8,4.2,1.45
843139,1.4,3.6,2.4,4.6,3.8,2.24
1007259,4.0,2.6,2.6,2.8,4.0,1.75
611830,3.6,4.0,2.2,4.8,4.0,5.04
901281,1.4,2.8,2.8,3.0,3.8,3.0
559458,3.2,4.0,2.4,3.6,2.6,4.37
284807,4.0,3.8,2.6,3.4,3.4,1.54
740365,2.8,3.2,2.6,1.4,3.6,1.65
57352,2.8,3.6,2.0,3.6,3.4,3.15
237255,2.6,3.4,1.4,4.2,3.4,1.05
156662,2.4,3.4,2.8,1.4,3.6,1.22
490004,2.4,4.2,2.2,1.6,3.6,2.79
809228,3.2,3.4,1.8,5.0,4.0,1.24
442999,2.2,3.0,3.0,3.4,2.2,3.48
535066,3.4,3.4,4.0,1.0,4.2,2.36
419176,2.8,3.0,3.0,4.0,3.8,2.85
660495,3.2,2.8,2.8,2.6,4.0,3.33
618117,5.0,3.2,1.8,3.6,4.2,1.5
262538,4.8,3.6,2.0,3.6,4.2,1.3
671497,3.0,2.8,1.8,2.2,3.6,1.34
119831,2.8,3.6,2.0,4.4,3.6,3.64
932276,2.0,3.2,2.4,4.4,4.4,1.85
952072,4.0,2.8,2.4,2.8,4.4,3.07
757242,3.4,3.4,2.8,2.8,4.0,0.95
323111,3.4,3.4,2.2,4.0,3.4,1.67
469981,4.0,3.6,2.0,3.8,4.0,3.59
619835,1.0,4.0,2.6,1.0,4.2,2.18
626971,1.6,3.4,2.0,4.0,3.6,3.64
471456,3.2,4.2,2.8,2.0,3.6,1.58
845983,2.6,3.8,2.6,3.2,3.2,1.6
787318,2.0,3.8,3.0,2.8,4.4,1.29
978469,2.2,3.2,3.8,1.8,3.6,4.05
862770,4.8,4.0,2.4,3.0,3.8,1.19
752547,3.4,3.4,1.6,1.2,4.2,1.5
925418,1.4,3.0,2.2,4.2,3.8,2.49
263991,1.2,3.2,4.0,3.2,2.6,1.58
757309,3.0,3.4,2.0,4.4,4.6,1.55
653984,4.2,3.4,3.2,2.8,3.8,2.64
577337,1.4,3.0,3.2,3.6,4.0,2.01
200795,2.4,2.8,2.6,4.6,2.2,2.6
813003,1.0,3.8,2.4,5.0,3.2,1.08
971125,4.2,3.6,2.6,3.2,4.4,1.53
259884,3.4,3.0,2.6,3.4,3.8,1.88
784120,2.0,3.6,2.2,1.4,2.6,1.29
878130,3.0,2.8,3.4,4.0,3.0,2.93
92483,2.6,3.6,3.0,2.2,2.2,1.52
441668,3.4,3.6,1.8,4.2,3.2,1.68
932428,4.2,2.8,2.0,1.4,4.2,2.24
90791,4.0,2.4,2.8,1.6,3.6,1.55
504055,3.8,3.4,2.8,1.2,4.2,1.36
718485,2.4,2.8,2.0,1.8,3.8,1.16
248373,4.2,2.4,2.6,2.2,4.2,1.01
796301,4.6,3.0,3.2,2.4,2.6,2.77
842415,2.6,2.6,1.8,1.8,4.2,1.79
366678,4.4,3.8,3.2,4.8,4.2,2.15
742341,3.2,2.8,4.2,2.8,3.4,1.67
239921,1.0,2.8,1.8,3.2,3.6,2.57
493186,2.2,4.0,2.6,3.4,3.0,2.0
370308,3.8,2.8,1.8,2.6,3.8,1.66
451694,3.0,3.0,4.2,4.0,3.0,4.99
981768,1.0,3.6,4.4,2.4,3.4,1.33
591123,3.2,3.2,1.8,2.8,3.6,1.12
761929,3.0,3.4,3.2,1.4,3.8,1.13
264728,2.4,3.4,3.2,2.6,3.4,1.32
827565,2.0,2.6,2.0,4.0,3.0,2.56
806260,1.6,2.8,2.8,2.0,3.0,1.34
178785,3.2,3.2,2.0,3.6,4.0,1.71
877608,4.2,3.6,1.8,4.6,4.4,2.41
864878,2.6,3.2,2.2,2.8,4.0,2.15
36908,3.2,4.2,2.4,3.0,4.2,2.47
47320,2.8,2.8,2.8,2.6,4.0,1.58
425051,1.4,3.2,1.8,3.4,3.6,1.72
429931,1.6,3.4,2.0,4.0,3.8,0.96
522028,1.8,3.8,2.0,3.2,4.0,1.87
806315,2.2,2.0,3.8,1.4,4.0,1.0
8412,3.8,3.0,3.4,3.2,3.6,1.51
893851,1.0,3.0,1.8,3.0,3.4,2.3
940989,1.0,3.2,2.8,4.2,3.6,1.79
474954,3.0,3.0,2.4,2.8,4.2,1.81
534921,2.8,2.8,3.2,1.2,4.0,1.48
52344,1.8,3.8,2.2,2.8,3.6,2.38
774475,2.6,3.2,3.2,2.4,3.8,0.45
446719,1.0,4.2,2.2,1.0,4.2,1.64
15778,3.2,2.8,2.0,2.4,3.8,1.9
202306,1.8,3.8,2.2,2.2,2.6,2.5
757338,2.8,2.6,2.0,1.2,4.2,3.34
154797,1.8,3.2,4.4,2.4,4.2,1.78
270821,3.2,2.4,2.6,3.4,4.2,1.87
824089,4.0,3.4,2.8,3.0,4.2,1.4
370266,4.8,3.8,1.8,4.8,3.6,3.92
854782,2.4,3.0,2.6,2.4,4.2,2.77
788579,4.0,2.0,2.0,1.4,4.2,2.51
699877,1.6,2.6,2.2,2.0,4.0,1.72
454611,2.2,3.4,2.6,3.0,3.8,1.73
99032,3.2,3.6,2.2,3.8,3.6,1.99
288760,4.2,3.4,1.8,2.2,3.4,1.77
566003,1.0,3.0,2.6,1.8,4.2,2.22
914021,3.8,3.6,2.6,2.8,4.4,2.42
676121,4.0,3.2,2.0,1.2,4.0,1.65
843916,4.6,3.2,2.6,3.2,4.6,1.38
489095,2.2,2.6,2.0,3.8,3.6,1.69
831068,3.6,2.8,3.4,2.6,3.6,2.12
120123,4.8,3.2,1.8,2.0,4.2,1.22
795432,2.4,3.0,2.8,2.2,4.0,1.44
478805,5.0,4.2,2.6,1.8,4.0,3.47
584694,2.2,2.6,2.4,4.6,4.4,1.99
648347,3.6,4.0,4.2,3.8,4.0,1.54
589815,3.4,3.2,2.2,3.0,3.4,1.62
351609,2.6,3.0,1.8,4.4,4.0,1.8
895604,4.0,4.0,1.8,3.6,4.4,1.31
1005628,2.2,3.0,3.0,3.4,3.2,1.33
462281,3.4,2.6,2.6,4.2,4.4,4.94
648860,1.6,2.8,2.8,1.8,4.0,0.77
938287,2.8,3.6,2.2,2.2,4.2,1.33
447570,2.2,2.6,2.6,3.0,3.0,2.86
731989,2.2,3.8,2.6,2.6,4.2,1.4
508281,1.8,3.4,3.2,2.2,4.6,0.9
393600,3.0,3.6,2.0,4.6,4.2,2.41
823756,3.2,3.4,3.2,2.2,4.2,3.24
250780,4.6,3.6,2.6,2.0,4.6,3.49
733386,2.0,3.8,4.0,2.0,4.2,1.6
341546,5.0,3.4,2.2,1.6,3.6,1.08
766481,4.2,3.4,2.2,3.0,3.6,1.32
770771,1.8,3.6,2.8,3.4,3.8,1.93
837171,2.4,3.4,1.8,1.6,4.4,3.32
627251,2.8,3.2,1.8,3.2,4.2,2.41
712214,4.0,3.6,2.0,2.4,3.4,1.39
608458,4.0,3.4,3.0,3.8,4.6,2.91
199621,1.0,2.2,2.8,2.8,3.2,2.83
169323,4.6,2.4,2.2,2.6,4.0,1.61
637068,2.4,2.8,2.4,4.0,3.4,1.52
300658,4.0,3.2,3.6,1.4,3.4,1.6
589556,4.2,3.4,3.6,2.8,4.4,0.91
592943,3.0,3.0,2.0,3.8,2.4,1.55
865287,3.2,3.4,3.6,3.8,4.2,2.26
323200,3.0,3.0,2.8,3.4,2.8,1.85
608196,3.6,3.6,2.4,3.4,4.4,2.59
941161,2.0,3.4,2.6,4.6,3.2,2.99
593790,2.0,3.2,2.8,3.4,4.4,2.21
176744,1.4,2.4,2.2,1.4,4.0,4.04
477878,4.4,3.6,2.8,2.6,1.8,2.95
678967,2.6,3.2,2.2,3.4,4.0,1.11
233486,1.2,2.6,2.0,1.4,4.0,1.24
147851,4.2,3.2,1.8,3.2,3.4,1.87
300798,3.8,3.4,2.8,3.2,3.4,2.24
253290,4.2,3.4,2.4,4.0,3.6,1.97
953169,2.4,2.8,2.4,2.6,3.4,1.65
90624,1.6,3.4,3.0,2.4,3.0,1.8
988053,2.6,3.6,2.0,4.2,4.0,2.24
543471,1.8,3.4,3.0,3.4,2.6,3.25
556595,3.0,3.6,2.6,4.8,4.2,0.94
855381,4.8,2.6,2.6,1.2,4.0,1.96
987890,2.2,3.6,3.2,4.4,3.4,1.71
76265,1.2,2.6,3.2,1.0,2.6,3.03
526099,3.8,2.4,3.4,2.4,4.0,1.46
841458,2.0,3.2,2.4,3.2,4.2,1.6
759849,4.6,3.0,2.0,4.4,4.2,1.27
875049,3.0,3.2,1.8,3.6,4.2,1.96
827487,1.8,3.4,2.6,3.0,3.8,2.89
291387,2.8,2.2,2.6,2.0,4.0,1.65
987101,2.6,3.0,2.8,1.6,3.0,2.89
