id,extroversion,neurotic,agreeable,conscientious,open,TimeSpent
321178,2.4,3.8,2.0,3.8,3.6,1.84
910433,3.4,3.2,2.4,3.0,3.6,1.47
477867,2.6,3.8,2.8,3.8,3.2,3.45
807988,3.2,3.6,2.6,2.2,4.0,1.18
405518,3.2,2.6,2.2,4.0,4.0,1.45
715619,1.2,3.0,2.4,4.6,3.8,1.71
638857,3.2,2.8,2.0,2.8,3.6,3.24
890506,2.0,2.8,2.0,2.0,3.6,3.72
312498,2.8,2.8,2.8,3.2,3.2,1.26
536972,4.0,3.4,2.4,4.0,3.2,1.6
455716,3.2,2.8,1.8,3.2,4.0,2.92
412284,2.6,3.0,3.2,3.2,3.6,2.58
812107,2.6,3.4,2.6,3.8,3.8,1.67
358092,2.0,3.6,3.4,2.0,3.4,1.62
930521,2.0,2.6,2.8,2.0,3.8,1.4
307443,3.6,3.0,2.6,2.4,3.4,1.46
194925,1.0,2.6,4.2,1.8,4.2,0.59
925924,2.2,2.6,2.6,4.4,4.0,2.03
360899,3.6,2.4,1.8,2.0,4.0,1.81
865007,3.6,3.6,2.0,3.6,3.0,1.5
334161,4.2,4.0,1.8,2.2,4.2,3.68
602438,3.2,3.4,3.4,1.2,4.0,1.58
909711,1.2,2.8,2.8,2.8,3.6,1.21
161310,1.2,4.0,2.6,2.4,3.8,2.46
281949,3.2,3.4,2.8,3.2,3.8,2.7
1012976,1.2,3.2,2.4,3.0,3.2,1.22
282638,3.0,3.2,2.8,2.6,3.2,2.28
774315,2.2,3.2,1.8,2.4,3.6,1.57
684857,2.6,3.4,2.8,3.6,4.2,2.89
273256,3.4,3.4,2.8,2.6,3.6,3.47
74493,2.0,3.8,2.2,2.0,3.0,3.41
357788,2.4,1.8,2.0,2.0,4.2,1.06
237120,3.2,3.4,2.8,3.0,3.2,2.57
73020,2.2,3.6,2.6,2.4,4.2,1.55
193311,2.0,2.8,2.8,2.8,3.6,1.64
202962,4.0,2.2,2.2,1.0,4.2,1.34
487755,3.8,3.2,2.8,2.8,3.2,1.94
222316,2.2,3.4,3.4,3.8,3.6,1.64
243334,2.8,3.6,2.0,3.8,3.2,2.08
387105,4.0,2.8,2.0,3.6,4.2,2.85
496318,2.8,3.0,2.2,3.0,3.8,0.98
759691,2.6,3.8,1.8,2.4,3.2,1.83
567649,4.2,3.8,2.0,2.8,3.8,2.17
59874,2.8,2.6,2.8,4.6,3.6,1.58
676529,3.2,3.6,2.0,4.0,4.0,1.78
306746,1.6,3.4,3.6,3.2,3.6,2.1
810895,4.0,2.8,3.4,4.2,2.6,1.36
565767,2.0,3.0,3.0,3.8,3.6,4.94
204127,2.0,3.6,2.0,3.4,2.4,1.81
285607,2.6,2.6,1.8,1.8,3.0,1.94
352223,4.4,3.4,2.2,2.8,4.4,1.84
481470,3.4,3.6,3.8,3.2,3.2,2.25
940539,3.4,3.2,3.0,3.0,4.0,1.52
452186,1.8,2.6,1.6,3.6,3.0,1.99
951518,4.8,3.4,2.4,3.4,4.4,0.88
709831,3.2,2.6,1.8,1.2,4.2,1.33
451487,1.8,2.8,2.6,2.8,4.0,1.62
985073,3.6,3.2,3.2,4.4,3.8,2.37
526974,2.2,3.2,2.2,2.6,3.2,1.14
903088,4.4,2.8,2.2,2.4,4.0,2.08
367654,3.2,2.8,1.8,3.4,3.8,4.92
676652,1.0,2.8,1.8,4.0,4.0,1.51
400607,2.8,3.4,3.0,3.4,2.8,2.13
580437,2.4,3.2,2.8,4.2,4.0,3.17
93793,3.4,3.6,1.4,1.2,2.6,1.78
996837,4.4,3.6,2.6,1.6,3.8,4.11
591828,3.4,3.0,1.8,4.0,3.8,3.05
412818,3.2,3.8,2.6,3.2,4.8,1.22
565382,3.4,3.4,2.0,4.0,4.2,2.78
845869,2.0,3.6,2.2,4.8,2.6,1.25
847280,4.6,3.2,3.2,1.2,4.0,1.38
384421,2.6,4.2,2.6,4.2,3.8,1.31
18912,3.2,3.2,2.4,2.4,3.0,3.09
249059,1.8,3.8,1.8,5.0,2.8,1.15
235801,2.8,3.8,3.4,4.0,3.6,1.44
754007,3.8,3.4,1.8,3.2,4.0,3.57
107480,2.6,3.6,1.8,4.4,4.2,1.2
700523,1.0,3.0,2.6,3.6,2.2,1.83
895259,1.4,3.0,3.6,2.4,2.6,1.15
6359,1.4,2.6,3.0,2.6,2.4,1.34
59773,1.4,3.6,3.0,4.0,3.4,2.18
117585,5.0,3.4,1.8,5.0,3.8,2.28
57371,2.4,3.0,2.4,3.6,3.2,2.01
89203,3.2,2.6,2.6,3.0,4.4,2.17
919859,2.2,3.0,3.0,4.0,4.2,1.66
475662,2.2,3.2,2.2,2.2,4.0,1.12
877746,4.4,3.6,3.0,5.0,4.4,2.73
432475,3.8,3.4,2.2,4.4,3.0,1.44
560379,3.6,3.4,2.0,2.2,3.4,1.89
44563,3.0,3.0,3.6,3.4,3.6,4.11
22228,1.6,3.2,2.4,3.4,3.4,4.51
711887,1.8,3.0,1.8,3.0,3.6,1.76
1009723,1.4,3.0,2.2,3.0,3.6,1.76
741281,1.4,4.2,2.6,2.0,3.2,1.51
14408,2.0,3.4,3.2,2.4,1.8,1.27
285772,3.0,3.2,2.8,4.0,3.2,4.96
963560,3.4,3.4,2.2,2.6,4.0,1.67
512291,4.0,3.6,1.6,4.2,4.6,2.29
799594,2.8,3.2,2.2,1.8,3.8,2.04
295143,3.2,2.8,2.8,3.4,3.4,1.44
583031,3.4,3.6,3.0,3.4,3.0,1.38
926139,2.6,3.6,2.2,4.0,4.0,2.42
300593,1.6,2.8,2.0,1.8,4.2,1.17
1003577,1.0,4.0,2.6,3.0,3.2,1.62
33140,3.2,3.8,1.8,1.6,3.4,2.22
106485,2.2,3.2,2.6,2.8,4.2,1.65
317015,2.0,3.4,1.6,3.6,4.4,2.46
722390,2.8,2.8,1.8,1.6,3.8,2.66
432792,5.0,4.0,3.0,1.0,4.2,1.62
300522,2.6,3.2,3.2,3.4,3.6,1.96
478162,3.2,3.2,1.8,2.6,4.2,3.97
404056,1.6,3.2,2.6,3.4,2.8,1.25
356575,2.6,2.8,1.8,2.6,3.6,1.49
182864,3.8,2.4,3.4,2.8,4.2,1.63
51786,3.6,3.2,1.6,3.2,3.8,2.05
47677,2.0,3.2,2.4,1.8,4.4,1.21
386581,2.6,3.8,2.4,2.4,4.2,1.46
766145,3.2,3.0,2.6,2.4,3.4,1.91
221877,3.0,4.0,2.8,3.8,3.4,1.78
604971,3.6,3.4,2.4,3.6,4.2,3.66
134697,2.6,2.2,1.8,2.6,4.0,1.21
582669,1.0,2.0,2.4,3.2,3.8,2.24
468004,2.0,4.0,2.2,3.0,3.0,1.95
923402,4.4,2.6,1.4,2.6,4.2,2.02
417508,2.4,2.6,3.2,2.0,3.8,1.4
544390,3.0,3.0,2.8,3.6,2.2,2.39
973949,2.0,2.6,2.6,1.8,4.2,1.97
851254,2.0,2.6,1.8,2.6,4.0,1.41
460287,1.8,3.0,2.4,4.4,3.4,1.85
395713,3.0,3.4,1.8,4.8,3.8,1.86
108913,1.4,3.6,2.2,3.4,4.0,1.37
652103,2.2,3.2,1.8,3.0,3.2,1.88
250420,3.8,3.2,2.6,1.8,3.2,4.15
714815,4.0,3.2,4.0,1.8,3.6,1.59
650033,3.0,2.6,2.8,3.8,3.6,1.35
449518,3.0,3.4,3.0,3.2,4.4,1.83
34424,2.6,3.2,2.4,3.2,4.2,2.87
800222,2.4,3.4,2.8,1.6,4.2,1.75
661194,2.2,3.0,3.2,4.8,4.2,2.78
438145,1.0,3.8,2.8,4.4,4.2,1.37
313062,3.0,3.6,2.0,3.6,3.6,1.22
588623,2.0,3.4,2.6,2.0,3.8,4.39
637799,1.0,2.6,3.4,1.4,4.0,1.06
916562,3.2,3.2,3.4,3.4,3.4,2.67
19279,3.2,3.4,2.6,1.8,4.2,3.29
278402,2.2,4.0,3.4,4.8,4.6,3.23
856327,2.8,3.4,1.8,4.8,3.6,1.4
873489,1.8,2.4,2.4,2.2,4.0,1.21
368485,2.8,2.6,1.8,2.0,4.0,1.61
833130,2.2,2.6,3.2,2.2,3.8,3.12
111597,4.0,3.2,2.8,1.2,4.2,3.12
606382,3.4,3.0,3.0,2.6,3.6,1.26
509144,4.4,3.6,2.0,1.4,4.2,1.16
131092,1.8,3.4,3.2,2.0,2.4,1.89
5159,1.0,3.6,2.4,4.0,3.4,1.93
84352,3.0,3.6,1.8,4.6,4.0,1.58
875013,5.0,3.4,2.6,3.8,3.8,1.92
741128,2.6,2.8,1.8,2.6,2.8,1.42
989191,2.8,2.6,2.6,3.8,4.0,0.87
1403,1.0,3.2,3.2,2.4,3.6,1.8
634797,4.2,3.8,2.2,5.0,4.4,2.1
623707,3.6,3.0,3.8,3.0,4.0,1.7
386015,1.4,3.4,1.8,3.4,3.6,2.88
936392,3.0,3.2,2.6,4.4,3.6,2.3
441891,3.0,3.0,2.6,2.2,4.6,1.15
883780,2.6,3.0,2.0,3.8,3.6,1.07
589869,4.0,3.2,2.8,3.2,3.2,1.12
23606,2.2,3.6,1.8,4.6,3.8,1.69
504166,2.2,3.4,2.4,2.4,3.8,1.71
172622,1.4,4.2,3.4,3.6,4.0,3.44
642009,2.6,4.2,2.2,4.8,4.2,1.69
256196,3.0,3.0,2.8,2.6,3.0,2.1
567802,2.8,3.0,2.8,3.0,3.6,1.73
427979,1.0,3.0,2.4,3.0,2.8,2.58
427040,2.4,2.8,2.8,3.0,4.0,1.97
35283,2.4,3.2,1.8,2.0,2.4,3.55
513461,2.0,3.6,2.8,3.2,4.2,1.5
382951,2.2,2.8,2.2,3.6,4.0,4.92
111750,3.0,3.0,3.4,2.8,2.2,0.62
29295,2.6,2.8,4.0,2.2,3.0,2.42
454762,3.4,3.4,2.8,3.6,3.0,2.11
63773,3.2,2.8,2.6,2.2,3.6,1.62
192576,3.0,3.0,2.8,1.8,2.8,1.99
984782,3.0,3.6,2.4,4.4,4.2,1.48
130398,3.6,2.6,2.2,3.6,4.6,2.72
344925,1.0,3.0,2.0,2.4,2.8,2.14
269683,3.0,2.8,4.4,1.0,4.2,2.15
635496,1.4,2.8,2.2,1.6,3.8,2.42
524056,2.0,3.0,2.2,1.0,4.4,1.29
128351,2.6,2.6,3.4,1.2,3.8,1.43
98894,1.8,3.0,2.2,3.6,3.4,2.12
797937,2.8,4.4,3.8,3.4,3.0,4.01
272185,2.6,3.8,1.8,4.4,3.4,2.28
266905,3.4,2.8,2.4,2.8,4.2,1.27
899447,4.2,2.6,2.6,2.4,4.0,1.9
869781,5.0,2.4,2.0,1.2,4.2,1.46
792485,2.2,3.4,2.6,3.0,4.0,1.73
690280,2.0,2.4,2.0,4.2,3.8,1.75
97435,1.8,3.4,2.0,3.4,3.8,1.73
728980,1.6,3.0,3.0,2.0,3.4,3.4
375997,2.8,3.4,3.2,3.0,3.0,3.18
619100,1.4,3.0,2.4,4.0,4.0,2.33
421107,2.8,3.2,2.6,3.0,3.4,1.81
337881,2.0,3.6,2.0,2.4,3.8,2.64
309337,3.4,3.8,2.8,4.2,3.6,2.08
670421,4.4,3.4,2.6,3.6,4.2,1.45
22001,4.4,2.8,2.6,3.0,3.6,0.87
748040,4.2,3.8,2.2,2.6,4.0,1.32
16348,1.8,3.4,2.0,4.2,4.2,2.14
164223,4.4,3.4,3.0,4.2,4.2,1.97
113371,3.6,3.4,1.6,2.4,4.0,1.91
444953,1.6,2.0,1.8,1.8,4.2,1.52
556802,3.2,3.0,3.0,2.6,2.6,0.96
62201,4.6,3.2,3.0,2.0,3.4,2.37
526364,1.8,3.6,2.4,3.4,3.0,1.76
355481,1.4,2.2,2.2,4.4,4.2,2.14
257897,4.4,3.0,2.6,2.8,4.2,2.73
973100,2.2,3.4,2.6,3.0,3.0,1.52
601623,1.8,3.2,2.4,2.2,4.0,1.13
765764,3.4,4.2,4.0,4.4,4.2,2.55
381384,3.2,3.0,2.8,1.8,3.2,1.91
798602,2.4,2.6,3.4,1.2,4.0,1.37
1005387,2.2,3.0,1.8,2.8,3.8,1.27
617491,5.0,3.4,1.8,3.4,4.2,1.23
202878,1.8,3.0,2.8,3.6,3.2,2.14
347690,4.4,3.4,2.4,4.6,5.0,3.28
53622,2.6,2.4,4.0,2.8,4.0,2.83
384575,3.8,2.8,1.6,1.8,3.2,1.21
525687,2.6,2.8,2.0,4.0,3.4,1.55
668352,4.2,2.8,2.2,4.6,3.4,3.96
280537,3.2,3.0,2.2,4.4,4.6,1.08
997189,2.0,2.8,3.8,2.6,3.4,2.98
306550,2.0,3.6,2.6,1.6,4.2,1.4
331668,3.8,3.6,2.4,2.6,3.6,2.11
304446,1.8,2.8,3.0,1.4,4.2,1.17
164846,2.0,3.0,3.0,1.8,4.2,1.11
702369,2.8,3.0,2.6,2.6,3.8,2.09
959163,1.6,3.8,2.8,3.4,3.2,2.6
462289,1.2,2.4,2.2,2.4,2.4,1.11
940617,1.8,3.0,2.4,2.8,2.8,2.82
722986,3.0,3.6,3.0,4.2,3.4,4.59
137522,3.8,3.2,2.8,3.8,3.6,3.42
127921,3.6,3.0,3.0,2.4,4.0,2.1
743376,1.4,2.8,2.6,1.6,3.0,1.35
375623,2.6,2.4,2.0,3.8,4.2,1.28
242192,1.6,2.8,3.4,3.0,3.6,3.06
398666,4.2,2.8,2.0,3.2,4.0,2.68
627655,3.4,3.4,2.4,4.0,3.6,1.68
413852,3.2,3.2,2.2,2.0,4.2,3.75
619163,2.2,2.8,2.8,3.0,3.6,1.4
658092,3.0,2.8,2.8,2.8,4.2,2.16
76818,3.0,2.8,2.0,3.8,3.8,2.21
159994,2.2,2.8,2.8,2.2,4.2,2.4
702773,2.4,3.6,2.6,3.6,3.6,1.92
129099,1.8,3.0,2.8,4.2,3.8,1.62
495648,1.6,3.0,3.4,2.8,2.8,2.33
371452,3.8,3.4,3.2,1.4,3.6,1.74
117981,3.6,4.0,3.2,3.4,4.2,1.4
725745,3.6,3.2,3.0,4.0,4.2,1.72
433215,2.6,2.6,3.4,1.8,4.2,1.56
461009,2.4,2.8,2.2,1.8,4.4,1.06
124460,2.8,2.6,2.2,1.6,4.2,1.27
353107,3.4,3.6,2.0,2.4,3.2,3.74
846554,3.8,3.4,3.8,4.0,1.8,1.53
614952,3.6,3.4,3.2,2.0,3.2,1.83
598211,3.6,3.6,2.4,3.6,4.2,1.41
124500,3.8,3.8,3.4,2.4,3.6,2.44
438911,2.0,3.2,2.2,2.4,3.4,2.37
375258,3.2,2.8,1.8,3.2,3.6,0.99
243684,1.8,2.8,2.4,2.8,3.2,1.14
865890,1.4,3.2,3.2,5.0,3.0,2.02
876396,2.6,3.4,2.8,2.6,3.4,1.44
282832,3.6,3.0,1.8,2.4,4.4,2.77
811183,4.8,3.2,3.2,4.6,4.0,3.38
1004141,3.4,3.2,4.0,4.2,4.0,2.18
24520,2.6,3.2,2.6,2.0,3.8,2.24
134282,1.6,3.8,2.0,2.2,3.8,2.24
599189,4.4,3.0,1.8,3.6,4.4,1.46
405832,1.8,2.2,1.8,1.4,4.2,0.83
463084,3.8,2.2,2.6,1.8,4.2,1.42
986221,3.4,3.4,2.6,1.6,3.8,2.35
888455,3.6,3.2,1.8,2.4,3.6,1.36
22301,3.0,3.6,2.0,4.6,3.8,1.52
737889,2.6,3.8,2.0,3.2,3.6,1.32
594653,3.4,3.4,2.8,2.4,4.4,2.15
114531,1.4,3.2,2.4,3.0,3.8,0.9
351336,1.2,3.4,2.2,1.8,3.6,1.4
896210,2.2,3.4,1.8,3.6,3.6,2.45
573724,2.6,2.8,2.8,2.8,3.0,2.1
136113,2.4,3.4,2.8,2.8,3.4,1.51
550390,2.0,2.8,3.0,2.4,2.6,1.27
172952,3.0,3.8,2.6,1.8,2.4,1.61
183190,2.6,3.8,2.4,4.0,3.8,1.54
843135,1.8,3.8,4.2,1.8,4.2,1.32
686748,1.0,2.8,3.4,4.0,4.2,1.63
859151,1.6,3.6,3.0,4.8,4.4,1.51
843506,2.6,2.6,2.4,2.0,4.0,3.92
107122,5.0,3.0,2.4,2.8,4.0,1.87
150301,2.8,3.2,2.6,3.6,3.6,2.85
244918,2.0,2.8,2.8,2.6,4.0,1.63
877503,3.4,3.8,1.6,3.8,3.8,4.12
95518,2.8,3.4,2.8,1.6,4.0,1.66
183624,4.0,3.0,4.2,2.0,3.8,1.09
97314,3.0,3.2,2.6,3.4,3.6,1.39
1006464,1.8,3.6,1.8,4.2,2.8,0.86
981264,2.4,2.8,2.2,3.0,3.2,1.91
98753,1.6,2.4,2.0,4.6,4.2,1.73
191939,2.2,3.0,2.2,2.4,4.2,2.09
606846,2.0,3.4,2.6,3.4,3.4,1.16
297823,1.4,3.2,2.6,2.6,4.2,2.66
108046,2.0,3.4,2.2,3.6,3.4,1.52
903730,1.6,3.0,2.0,4.6,4.0,1.3
920397,3.2,3.4,2.4,2.4,3.8,1.73
703822,3.8,3.0,2.2,3.0,4.0,1.16
983472,3.6,3.6,1.8,4.2,3.6,1.87
662825,1.6,3.0,2.2,1.6,3.6,2.66
950688,2.6,2.6,3.0,3.0,4.0,0.98
424098,3.0,3.0,2.8,2.8,2.6,0.51
961740,3.8,3.8,3.6,3.2,3.2,1.54
677170,1.8,3.6,2.0,4.2,4.2,1.48
286178,3.4,3.6,3.0,3.6,4.0,2.21
264752,3.6,3.6,2.2,3.8,4.2,1.82
406927,5.0,2.4,3.2,1.4,3.6,2.22
501891,2.8,3.8,2.0,3.2,4.2,1.14
93108,2.6,3.4,2.2,5.0,3.8,2.6
753478,2.4,3.0,2.0,4.8,4.2,1.27
523356,3.8,3.2,2.6,3.4,3.0,3.76
645600,5.0,3.6,2.0,4.2,3.2,1.15
548310,3.2,3.2,2.2,2.8,4.0,2.39
975898,2.2,3.2,3.4,2.0,3.2,0.86
682973,2.4,2.6,2.2,3.0,3.4,1.56
519524,2.4,2.6,2.0,4.0,4.2,1.72
119486,3.6,3.2,2.0,3.2,3.2,1.95
727764,4.4,3.0,3.6,4.2,4.0,2.94
113636,3.4,2.8,3.6,4.8,3.4,2.76
690575,3.8,3.0,2.2,1.8,2.4,1.21
992198,2.6,2.8,2.0,2.6,3.6,3.34
168794,3.6,3.2,2.2,1.4,4.0,2.11
832107,2.6,3.8,3.0,2.2,4.0,2.12
101157,2.4,3.4,2.8,4.6,4.0,1.91
692328,2.0,2.4,3.0,2.6,3.8,1.95
123678,3.8,3.2,2.6,4.8,2.8,1.6
618630,4.6,3.2,2.6,2.2,4.2,1.47
227572,3.6,2.8,2.8,2.0,4.0,2.86
482381,4.6,3.6,2.6,2.8,3.6,2.38
516712,3.2,2.8,2.8,3.6,3.6,1.19
432378,2.8,3.2,3.0,4.0,4.6,1.42
105153,3.6,3.4,1.8,5.0,4.8,1.73
79565,1.0,3.6,2.2,2.0,3.2,1.79
340127,2.6,3.2,2.2,1.8,4.2,1.94
678332,3.6,3.0,2.0,3.2,3.4,0.82
6595,2.8,4.2,1.8,3.2,3.0,2.43
825217,4.4,2.0,2.4,1.6,4.0,1.05
539602,4.6,4.2,2.6,1.0,2.6,2.09
499165,3.8,3.8,2.4,3.2,4.2,1.63
105972,3.6,3.4,2.0,3.2,3.6,1.77
30565,3.0,2.8,2.6,2.6,3.2,3.87
849725,2.2,2.6,2.4,1.4,3.6,0.9
606166,1.6,3.4,2.6,4.2,4.4,1.92
590773,1.0,3.8,4.2,5.0,3.4,1.09
440259,3.0,2.2,2.2,3.4,1.8,3.06
156405,3.0,2.6,2.2,1.8,4.2,1.99
201047,4.4,2.8,4.0,2.8,3.6,2.5
673924,3.0,3.2,1.8,3.0,4.2,1.73
390566,3.2,3.2,3.2,3.4,3.8,1.32
990728,3.8,3.0,2.4,3.0,3.4,2.74
131903,1.6,2.4,3.2,2.0,3.4,1.02
52282,2.8,3.6,3.4,2.8,4.2,1.12
7854,1.0,2.6,4.2,1.8,1.8,0.8
334880,3.6,3.0,3.2,1.2,3.2,2.75
212415,5.0,3.6,2.4,3.2,4.2,1.86
194998,1.2,3.4,1.8,2.8,3.8,3.96
236968,3.2,3.6,2.4,3.2,4.2,0.98
755431,4.2,3.8,3.2,3.0,3.8,1.35
466667,1.8,2.8,2.2,1.4,3.2,2.08
976236,4.8,3.4,2.6,3.2,4.6,2.25
721001,1.8,2.0,1.8,1.2,2.8,1.22
752726,1.4,2.6,1.8,1.8,3.0,1.31
11670,4.4,3.4,3.0,3.6,3.4,2.44
67900,3.6,4.2,2.8,3.0,4.2,1.36
519877,2.2,3.6,2.0,2.2,3.2,2.98
937421,3.2,3.2,2.6,2.2,3.8,2.06
593111,4.0,3.8,3.6,3.6,3.6,3.36
740997,1.4,2.8,1.8,3.6,3.8,4.34
438752,2.4,2.8,2.6,3.2,4.2,0.74
289015,2.6,3.6,2.6,3.6,3.6,1.09
745741,2.8,3.6,1.6,4.0,4.0,1.89
381668,3.4,2.4,2.4,2.2,2.8,1.1
871741,3.2,2.4,2.6,1.0,3.4,0.97
539714,2.8,3.4,2.4,3.4,3.6,1.12
661777,3.2,3.8,2.6,3.8,3.8,1.6
558830,3.4,3.0,1.8,3.2,4.2,1.21
426061,3.0,3.2,2.2,4.4,4.0,1.51
763887,2.4,2.8,2.4,2.4,4.0,1.7
755501,2.4,2.6,2.2,1.0,3.4,3.69
208843,1.8,2.6,3.0,4.2,4.2,4.37
541171,1.0,3.4,1.8,4.2,5.0,2.39
521906,2.0,3.6,2.2,3.2,4.0,1.57
750043,2.6,3.0,2.4,3.4,4.4,1.96
501112,3.8,3.4,2.2,2.2,2.6,1.43
217906,3.4,3.2,3.2,3.6,3.2,2.51
515138,3.2,3.2,2.6,3.4,3.6,1.56
388522,3.4,3.4,2.4,4.8,4.0,1.24
546108,3.6,3.6,1.8,5.0,4.6,2.3
357985,1.6,3.4,3.2,2.0,3.0,2.06
594698,3.8,3.2,2.8,2.8,3.4,1.82
1009590,4.8,3.8,2.2,4.2,3.8,0.84
392069,3.0,2.8,3.2,1.8,3.8,1.56
638558,3.8,3.0,2.8,5.0,3.8,2.77
863735,2.4,3.8,2.0,3.0,4.2,3.05
397786,2.6,3.4,1.8,3.4,4.2,0.7
893379,2.8,3.4,2.0,4.2,3.8,2.25
76492,2.8,2.6,2.4,1.2,3.0,2.68
284351,3.2,3.8,2.8,4.0,3.8,1.45
990352,3.2,2.4,3.8,2.6,4.2,1.13
608676,3.4,3.0,2.4,4.2,4.0,3.68
1007943,2.2,2.8,2.2,4.8,4.0,1.89
1008896,4.8,3.4,3.0,2.6,3.4,1.07
585448,4.0,3.4,2.4,2.6,3.4,2.04
736614,1.4,3.4,3.6,3.0,4.0,1.82
579557,2.0,3.0,1.8,2.4,3.4,1.55
407703,4.2,3.8,2.4,2.4,4.0,1.7
134923,2.0,3.4,2.6,1.8,4.2,4.72
925330,2.8,2.6,2.0,1.8,4.4,1.15
443356,1.2,3.2,3.4,1.6,2.2,1.94
87310,2.8,3.6,2.6,1.4,3.8,1.57
194436,1.6,3.8,3.6,1.6,3.2,3.29
162373,2.2,3.2,2.8,3.2,4.0,1.33
67449,2.8,2.6,2.6,1.8,4.0,1.83
555638,1.0,2.8,2.6,2.2,4.8,1.07
589738,3.8,3.8,2.4,3.2,2.8,2.19
720006,2.0,2.6,1.8,1.8,4.2,1.62
995485,2.4,3.0,2.2,2.6,4.2,5.03
670885,4.6,3.0,2.8,2.4,4.2,1.31
266486,3.4,3.2,1.8,4.0,3.6,1.09
236448,2.2,4.0,2.2,3.8,4.2,1.32
691192,1.8,3.4,2.8,4.2,2.8,1.88
381827,3.0,2.6,2.4,3.0,4.2,2.52
560281,2.8,3.6,3.4,3.0,2.8,2.46
318613,1.6,2.8,2.4,3.8,4.4,2.33
525182,1.6,2.6,4.0,2.6,3.8,1.58
277184,3.4,3.6,2.8,3.4,3.4,2.68
167455,3.4,4.0,2.4,2.0,4.0,1.59
108436,3.0,4.0,1.8,4.4,3.8,1.89
263674,3.6,4.0,2.6,2.0,4.2,1.93
802276,3.0,3.0,2.8,1.2,3.2,1.14
210825,4.0,3.6,1.6,3.4,4.2,3.61
544679,1.8,3.0,2.2,1.2,2.4,2.94
60535,2.6,3.0,2.2,4.2,3.8,2.14
96582,2.8,3.2,3.0,1.6,3.6,0.92
983618,2.6,2.8,4.0,3.0,2.6,2.38
791687,2.2,3.0,2.6,1.6,3.8,2.63
199863,4.2,4.2,2.2,3.4,3.0,2.57
395348,2.8,2.6,2.2,2.0,3.6,2.16
812751,1.8,2.8,2.2,2.8,3.4,1.75
70605,3.4,2.8,2.4,4.8,4.4,1.16
622858,3.2,2.4,2.4,2.4,4.2,1.01
19759,2.4,3.0,3.2,2.0,3.8,2.3
82064,1.6,3.4,2.8,2.8,4.0,1.99
164989,3.6,3.6,2.8,3.2,4.0,2.47
134434,2.0,2.8,2.2,4.2,4.2,1.69
202320,1.8,3.0,1.8,3.8,3.8,4.5
354800,5.0,3.4,3.4,5.0,3.0,1.19
786323,2.6,3.6,3.0,4.8,3.2,1.37
774720,2.8,4.2,1.8,3.4,4.4,1.71
20793,1.6,2.8,2.2,3.4,3.4,1.27
268756,1.2,3.4,2.2,4.2,3.6,0.88
974608,1.6,3.8,2.2,3.2,4.2,2.78
464776,2.0,3.6,1.8,2.8,4.0,1.89
275500,2.2,2.2,2.2,2.0,4.0,1.47
257068,1.4,3.2,3.2,4.0,3.2,4.33
995178,4.0,3.4,1.8,4.2,4.2,1.56
806973,2.8,3.2,2.2,2.6,4.4,2.11
813037,1.4,3.2,3.2,2.4,3.4,1.3
510540,1.8,2.8,2.0,2.4,3.4,1.34
776296,2.0,3.4,2.4,4.2,4.2,2.01
113203,3.4,3.0,3.6,4.0,3.6,2.05
879782,1.4,3.6,2.2,2.8,4.0,3.15
991663,3.4,3.6,2.4,1.6,3.6,1.53
502696,2.2,3.0,2.6,4.0,3.8,1.31
410266,2.8,3.8,2.8,3.6,3.6,3.03
784938,3.2,3.2,2.6,4.8,3.0,1.6
80723,3.4,3.0,2.2,2.8,3.6,1.81
277585,3.2,2.6,2.8,2.4,4.2,2.37
519808,4.6,3.0,2.4,2.8,3.8,3.54
573206,3.2,3.6,2.8,3.2,3.6,2.72
91994,1.2,2.2,2.8,1.2,4.2,1.36
785141,2.8,2.4,2.0,2.6,4.2,3.56
483025,3.4,3.6,3.0,4.6,3.8,2.4
723734,3.2,3.4,3.0,2.8,2.8,2.27
530060,3.8,3.6,2.6,3.4,3.6,2.47
332978,3.6,3.6,3.4,3.4,3.4,1.9
219787,1.8,3.2,2.6,2.2,3.4,2.5
893089,3.6,3.4,2.6,4.4,4.6,1.05
882624,3.4,3.8,2.8,3.4,4.6,3.24
884250,2.6,2.0,2.4,3.8,3.8,1.99
252813,1.2,3.8,2.4,3.4,3.0,1.38
551490,1.2,3.0,2.8,1.8,2.8,2.15
498361,3.4,3.2,3.4,2.8,3.6,3.22
595189,2.4,3.0,2.4,1.8,4.2,2.16
101889,2.8,3.0,1.8,3.0,4.0,1.93
358459,1.0,2.8,2.4,2.8,3.6,1.83
460236,2.4,3.2,3.0,1.6,4.2,2.58
800171,4.2,3.6,3.8,4.0,4.0,2.63
187170,3.0,3.2,3.2,3.4,3.6,1.39
640770,3.6,3.6,2.8,3.6,4.4,2.99
661947,4.6,4.2,2.2,2.2,3.2,1.13
123890,3.0,3.0,1.8,5.0,3.2,2.36
163237,2.4,3.4,3.2,1.2,3.6,1.89
875772,3.0,3.0,2.2,4.0,3.2,1.33
770091,3.0,3.4,2.8,2.6,4.0,2.0
752506,4.0,3.6,2.2,3.0,4.4,1.82
900414,1.8,3.4,1.6,4.4,3.0,1.84
15856,2.8,3.8,2.4,3.4,4.2,1.63
984027,2.4,4.0,2.2,3.2,2.8,1.78
955336,3.6,2.6,2.0,1.8,4.8,2.78
243333,3.2,3.4,2.2,2.6,3.4,1.19
