learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),learned instances,detected changes,detected warnings,prediction error (average),true changes,delay detection (average),true changes detected,input values,model training instances,model serialized size (bytes)
18700.0,0.243443,1.113466566635503E-10,18700.0,7.0,0.0,0.8354771662839693,1.0,1604.0,1.0,1.8,18700.0,1768.0
18800.0,0.244255,1.1171805154946118E-10,18800.0,7.0,0.0,0.83537243200441,1.0,1604.0,1.0,2.8,18800.0,1768.0
18900.0,0.245281,1.1218732636835843E-10,18900.0,7.0,0.0,0.8349025071683865,1.0,1604.0,1.0,2.2,18900.0,1768.0
19000.0,0.246,1.1251618464787803E-10,19000.0,7.0,0.0,0.8345471442183547,1.0,1604.0,1.0,3.0,19000.0,1768.0
19100.0,0.246735,1.128523610532284E-10,19100.0,7.0,0.0,0.8349332613917239,1.0,1604.0,1.0,3.0,19100.0,1768.0
19200.0,0.24744,1.131748159726461E-10,19200.0,7.0,0.0,0.8349710684640269,1.0,1604.0,1.0,2.4,19200.0,1768.0
19300.0,0.248592,1.1370172103246055E-10,19300.0,7.0,0.0,0.8351625735691012,1.0,1604.0,1.0,2.6,19300.0,1768.0
19400.0,0.249478,1.1410696225033869E-10,19400.0,7.0,0.0,0.8350479404654486,1.0,1604.0,1.0,2.6,19400.0,1768.0
19500.0,0.250361,1.1451083131962355E-10,19500.0,7.0,0.0,0.8352486796885858,1.0,1604.0,1.0,2.6,19500.0,1768.0
19600.0,0.251118,1.1485707014799121E-10,19600.0,7.0,0.0,0.8351007510929997,1.0,1604.0,1.0,2.4,19600.0,1768.0
19700.0,0.251808,1.1517266432444258E-10,19700.0,7.0,0.0,0.8349235080529953,1.0,1604.0,1.0,2.4,19700.0,1768.0
19800.0,0.252711,1.1558568105101589E-10,19800.0,7.0,0.0,0.8350474314126768,1.0,1604.0,1.0,1.8,19800.0,1768.0
19900.0,0.253924,1.1614048646556011E-10,19900.0,7.0,0.0,0.8348242290002419,1.0,1604.0,1.0,2.4,19900.0,1768.0
20000.0,0.255144,1.1669849356015528E-10,20000.0,7.0,0.0,0.8348906982401757,1.0,1604.0,1.0,2.6,20000.0,1768.0
20100.0,0.256395,1.1727067952354754E-10,20100.0,7.0,0.0,0.8346099601809689,1.0,1604.0,1.0,2.6,20100.0,1768.0
20200.0,0.257578,1.1781176345215907E-10,20200.0,7.0,0.0,0.8352036372001059,1.0,1604.0,1.0,3.0,20200.0,1768.0
20300.0,0.258782,1.1836245242092348E-10,20300.0,7.0,0.0,0.8353197313605922,1.0,1604.0,1.0,1.8,20300.0,1768.0
20400.0,0.259981,1.1891085447536578E-10,20400.0,7.0,0.0,0.8354322934826974,1.0,1604.0,1.0,2.2,20400.0,1768.0
20500.0,0.261249,1.1949081594745322E-10,20500.0,7.0,0.0,0.835681668031346,1.0,1604.0,1.0,3.6,20500.0,1768.0
20600.0,0.262488,1.200575133164724E-10,20600.0,7.0,0.0,0.8356868253397487,1.0,1604.0,1.0,2.6,20600.0,1768.0
20700.0,0.263731,1.2062604021694928E-10,20700.0,7.0,0.0,0.8355808097645322,1.0,1604.0,1.0,2.2,20700.0,1768.0
20800.0,0.265031,1.2122063794069822E-10,20800.0,7.0,0.0,0.8355830240028882,1.0,1604.0,1.0,2.4,20800.0,1768.0
20900.0,0.266229,1.217685826122761E-10,20900.0,7.0,0.0,0.8356557938090554,1.0,1604.0,1.0,2.8,20900.0,1768.0
21000.0,0.267371,1.2229091384344632E-10,21000.0,7.0,0.0,0.8357514823061583,1.0,1604.0,1.0,2.6,21000.0,1768.0
21100.0,0.268498,1.2280638433165023E-10,21100.0,7.0,0.0,0.8352766037325324,1.0,1604.0,1.0,2.4,21100.0,1768.0
21200.0,0.269726,1.2336805048916079E-10,21200.0,7.0,0.0,0.8354302746104237,1.0,1604.0,1.0,3.0,21200.0,1768.0
21300.0,0.270833,1.2387437332007624E-10,21300.0,7.0,0.0,0.8351777781861216,1.0,1604.0,1.0,3.0,21300.0,1768.0
21400.0,0.271978,1.2439807669983973E-10,21400.0,7.0,0.0,0.8354752963562457,1.0,1604.0,1.0,2.4,21400.0,1768.0
21500.0,0.27319,1.2495242473151952E-10,21500.0,8.0,0.0,0.8359818859800953,1.0,1604.0,1.0,2.6,21500.0,1768.0
21600.0,0.274457,1.2553192882074254E-10,21600.0,8.0,0.0,0.8363108819247955,1.0,1604.0,1.0,1.8,21600.0,1768.0
21700.0,0.275668,1.2608581946955791E-10,21700.0,8.0,0.0,0.8367934805943485,1.0,1604.0,1.0,2.0,21700.0,1768.0
21800.0,0.276862,1.266319346096781E-10,21800.0,8.0,0.0,0.8367146056404741,1.0,1604.0,1.0,3.8,21800.0,1768.0
21900.0,0.278916,1.2757139901320143E-10,21900.0,8.0,0.0,0.8367652941794025,1.0,1604.0,1.0,2.6,21900.0,1768.0
22000.0,0.280235,1.281746870113744E-10,22000.0,8.0,0.0,0.8369130202644913,1.0,1604.0,1.0,2.6,22000.0,1768.0
22100.0,0.281437,1.2872446121440998E-10,22100.0,8.0,0.0,0.8366764006057726,1.0,1604.0,1.0,3.4,22100.0,1768.0
22200.0,0.282587,1.2925045150849558E-10,22200.0,8.0,0.0,0.8367747754042343,1.0,1604.0,1.0,1.8,22200.0,1768.0
22300.0,0.283751,1.297828451626831E-10,22300.0,8.0,0.0,0.8371648096408337,1.0,1604.0,1.0,1.8,22300.0,1768.0
22400.0,0.284871,1.3029511397083606E-10,22400.0,8.0,0.0,0.8370182712960968,1.0,1604.0,1.0,3.6,22400.0,1768.0
22500.0,0.286006,1.3081424352195532E-10,22500.0,8.0,0.0,0.8371060635885148,1.0,1604.0,1.0,2.4,22500.0,1768.0
22600.0,0.286693,1.311284655498134E-10,22600.0,8.0,0.0,0.8370294248457846,1.0,1604.0,1.0,2.6,22600.0,1768.0
22700.0,0.28738,1.314426875776715E-10,22700.0,8.0,0.0,0.8371324590077285,1.0,1604.0,1.0,1.8,22700.0,1768.0
22800.0,0.288068,1.3175736698839401E-10,22800.0,8.0,0.0,0.8368797769545168,1.0,1604.0,1.0,3.6,22800.0,1768.0
22900.0,0.288889,1.321328783200847E-10,22900.0,8.0,0.0,0.8368673339839308,1.0,1604.0,1.0,2.4,22900.0,1768.0
23000.0,0.28962,1.3246722519397737E-10,23000.0,9.0,0.0,0.8370122187905934,1.0,1604.0,1.0,2.8,23000.0,1768.0
23100.0,0.290716,1.3296851681338417E-10,23100.0,9.0,0.0,0.8370574842398394,1.0,1604.0,1.0,2.0,23100.0,1768.0
23200.0,0.291943,1.335297255880303E-10,23200.0,9.0,0.0,0.8369838823756566,1.0,1604.0,1.0,1.8,23200.0,1768.0
23300.0,0.292939,1.3398527892099488E-10,23300.0,9.0,0.0,0.836642821618097,1.0,1604.0,1.0,2.4,23300.0,1768.0
23400.0,0.293795,1.3437679865294035E-10,23400.0,9.0,0.0,0.836690001693332,1.0,1604.0,1.0,2.4,23400.0,1768.0
23500.0,0.294912,1.3488769531250003E-10,23500.0,9.0,0.0,0.8365724873013056,1.0,1604.0,1.0,2.8,23500.0,1768.0
23600.0,0.296017,1.3539310337768663E-10,23600.0,9.0,0.0,0.836169282616689,1.0,1604.0,1.0,2.8,23600.0,1768.0
23700.0,0.29722,1.3594333496358662E-10,23700.0,9.0,0.0,0.8362247827521695,1.0,1604.0,1.0,2.2,23700.0,1768.0
23800.0,0.297911,1.362593865229024E-10,23800.0,9.0,0.0,0.8364305684771589,1.0,1604.0,1.0,3.0,23800.0,1768.0
23900.0,0.298567,1.365594296819634E-10,23900.0,9.0,0.0,0.8363479756148939,1.0,1604.0,1.0,2.8,23900.0,1768.0
24000.0,0.299211,1.3685398424665135E-10,24000.0,9.0,0.0,0.8361569695903138,1.0,1604.0,1.0,3.0,24000.0,1768.0
24100.0,0.29997,1.3720113784074785E-10,24100.0,9.0,0.0,0.8363321462392661,1.0,1604.0,1.0,1.8,24100.0,1768.0
24200.0,0.301108,1.3772163954046039E-10,24200.0,9.0,0.0,0.8364243574096594,1.0,1604.0,1.0,2.0,24200.0,1768.0
24300.0,0.30202,1.381387727128135E-10,24300.0,9.0,0.0,0.8358313088479152,1.0,1604.0,1.0,2.6,24300.0,1768.0
24400.0,0.302814,1.3850193470716478E-10,24400.0,9.0,0.0,0.8359413043133103,1.0,1604.0,1.0,3.6,24400.0,1768.0
24500.0,0.303565,1.388454292383459E-10,24500.0,9.0,0.0,0.8360160921520697,1.0,1604.0,1.0,1.8,24500.0,1768.0
24600.0,0.304253,1.391601086490684E-10,24600.0,9.0,0.0,0.8360267199852224,1.0,1604.0,1.0,3.0,24600.0,1768.0
24700.0,0.304946,1.3947707497411304E-10,24700.0,9.0,0.0,0.8360744579726561,1.0,1604.0,1.0,2.0,24700.0,1768.0
24800.0,0.305639,1.3979404129915766E-10,24800.0,9.0,0.0,0.8360713539224907,1.0,1604.0,1.0,2.2,24800.0,1768.0
24900.0,0.30629,1.4009179754389656E-10,24900.0,9.0,0.0,0.8361973236041176,1.0,1604.0,1.0,2.6,24900.0,1768.0
25000.0,0.30697,1.404028178917037E-10,25000.0,9.0,0.0,0.8363966547040941,1.0,1604.0,1.0,2.2,25000.0,1768.0
25100.0,0.307632,1.4070560534795124E-10,25100.0,9.0,0.0,0.8364399123155659,1.0,1604.0,1.0,2.8,25100.0,1768.0
25200.0,0.308313,1.410170830786228E-10,25200.0,9.0,0.0,0.8364675857393579,1.0,1604.0,1.0,2.2,25200.0,1768.0
25300.0,0.308956,1.413111802604463E-10,25300.0,9.0,0.0,0.8360732149817554,1.0,1604.0,1.0,2.8,25300.0,1768.0
25400.0,0.309599,1.4160527744226982E-10,25400.0,9.0,0.0,0.8361221871013859,1.0,1604.0,1.0,2.6,25400.0,1768.0
25500.0,0.310267,1.419108091957039E-10,25500.0,9.0,0.0,0.8359649171132114,1.0,1604.0,1.0,3.2,25500.0,1768.0
25600.0,0.310911,1.4220536376039184E-10,25600.0,9.0,0.0,0.8357422872047003,1.0,1604.0,1.0,1.4,25600.0,1768.0
25700.0,0.311602,1.4252141531970762E-10,25700.0,9.0,0.0,0.8354689173500663,1.0,1604.0,1.0,3.6,25700.0,1768.0
25800.0,0.31226,1.4282237324449747E-10,25800.0,9.0,0.0,0.8352713233258532,1.0,1604.0,1.0,1.8,25800.0,1768.0
25900.0,0.312995,1.4315854964984783E-10,25900.0,9.0,0.0,0.8352601940041277,1.0,1604.0,1.0,2.8,25900.0,1768.0
26000.0,0.313695,1.4347871765494342E-10,26000.0,10.0,0.0,0.8351838103635226,1.0,1604.0,1.0,2.4,26000.0,1768.0
26100.0,0.314346,1.4377647389968231E-10,26100.0,10.0,0.0,0.8351104233866748,1.0,1604.0,1.0,3.2,26100.0,1768.0
26200.0,0.315043,1.4409526975618463E-10,26200.0,10.0,0.0,0.8353839133554675,1.0,1604.0,1.0,2.6,26200.0,1768.0
26300.0,0.315704,1.4439759982956776E-10,26300.0,10.0,0.0,0.8355655628808745,1.0,1604.0,1.0,2.0,26300.0,1768.0
26400.0,0.316502,1.4476259135537672E-10,26400.0,10.0,0.0,0.8353733804807698,1.0,1604.0,1.0,3.2,26400.0,1768.0
26500.0,0.317735,1.4532654442720937E-10,26500.0,10.0,0.0,0.8355628730701181,1.0,1604.0,1.0,3.4,26500.0,1768.0
26600.0,0.318494,1.4567369802130587E-10,26600.0,10.0,0.0,0.8353272843783005,1.0,1604.0,1.0,3.0,26600.0,1768.0
26700.0,0.319164,1.459801445404688E-10,26700.0,10.0,0.0,0.8350148932090571,1.0,1604.0,1.0,3.2,26700.0,1768.0
26800.0,0.319839,1.4628887797395384E-10,26800.0,10.0,0.0,0.835100955441655,1.0,1604.0,1.0,2.6,26800.0,1768.0
26900.0,0.320476,1.4658023085859082E-10,26900.0,10.0,0.0,0.8348671405023955,1.0,1604.0,1.0,2.6,26900.0,1768.0
27000.0,0.321167,1.468962824179066E-10,27000.0,11.0,0.0,0.8353937515151859,1.0,1604.0,1.0,3.2,27000.0,1768.0
27100.0,0.321811,1.4719083698259454E-10,27100.0,11.0,0.0,0.8354784272390532,1.0,1604.0,1.0,2.4,27100.0,1768.0
27200.0,0.322487,1.47500027798944E-10,27200.0,11.0,0.0,0.8354663361006086,1.0,1604.0,1.0,2.8,27200.0,1768.0
27300.0,0.323161,1.4780830384956462E-10,27300.0,11.0,0.0,0.8355923495226322,1.0,1604.0,1.0,1.8,27300.0,1768.0
27400.0,0.323991,1.481879316270351E-10,27400.0,11.0,0.0,0.8353579702306612,1.0,1604.0,1.0,2.4,27400.0,1768.0
27500.0,0.325303,1.4878801794515711E-10,27500.0,11.0,0.0,0.835111958742882,1.0,1604.0,1.0,2.8,27500.0,1768.0
27600.0,0.326345,1.492646108898851E-10,27600.0,11.0,0.0,0.8348026226254628,1.0,1604.0,1.0,2.2,27600.0,1768.0
27700.0,0.327112,1.49615423546897E-10,27700.0,11.0,0.0,0.8347863662244482,1.0,1604.0,1.0,2.6,27700.0,1768.0
27800.0,0.327787,1.4992415698038204E-10,27800.0,11.0,0.0,0.834935692536259,1.0,1604.0,1.0,3.0,27800.0,1768.0
27900.0,0.328462,1.5023289041386708E-10,27900.0,11.0,0.0,0.8351729385035844,1.0,1604.0,1.0,3.2,27900.0,1768.0
28000.0,0.329401,1.5066237292355959E-10,28000.0,11.0,0.0,0.8350549911707935,1.0,1604.0,1.0,1.6,28000.0,1768.0
28100.0,0.33061,1.512153488066461E-10,28100.0,11.0,0.0,0.8345861757090958,1.0,1604.0,1.0,3.2,28100.0,1768.0
28200.0,0.331362,1.5155930072069166E-10,28200.0,11.0,0.0,0.8343453340668622,1.0,1604.0,1.0,2.8,28200.0,1768.0
28300.0,0.332167,1.5192749392655158E-10,28300.0,11.0,0.0,0.8345741138455076,1.0,1604.0,1.0,2.0,28300.0,1768.0
28400.0,0.333429,1.525047111014525E-10,28400.0,11.0,0.0,0.8344906566126848,1.0,1604.0,1.0,3.8,28400.0,1768.0
28500.0,0.334601,1.530407638185554E-10,28500.0,11.0,0.0,0.8342823709599051,1.0,1604.0,1.0,2.6,28500.0,1768.0
28600.0,0.335764,1.535727000898785E-10,28600.0,11.0,0.0,0.8339698537755694,1.0,1604.0,1.0,3.0,28600.0,1768.0
28700.0,0.336971,1.5412476120723618E-10,28700.0,11.0,0.0,0.833859147451348,1.0,1604.0,1.0,2.8,28700.0,1768.0
28800.0,0.338276,1.5472164584530724E-10,28800.0,11.0,0.0,0.8336057814978234,1.0,1604.0,1.0,2.8,28800.0,1768.0
28900.0,0.338976,1.5504181385040282E-10,28900.0,11.0,0.0,0.8338105783261516,1.0,1604.0,1.0,2.6,28900.0,1768.0
29000.0,0.33964,1.5534551607237922E-10,29000.0,11.0,0.0,0.833845144023939,1.0,1604.0,1.0,2.2,29000.0,1768.0
29100.0,0.340386,1.5568672368923822E-10,29100.0,11.0,0.0,0.8338473430623057,1.0,1604.0,1.0,3.8,29100.0,1768.0
29200.0,0.341154,1.5603799372911453E-10,29200.0,11.0,0.0,0.8338570826487042,1.0,1604.0,1.0,2.8,29200.0,1768.0
29300.0,0.3419,1.5637920134597354E-10,29300.0,11.0,0.0,0.8338231830024068,1.0,1604.0,1.0,1.8,29300.0,1768.0
29400.0,0.342597,1.5669799720247586E-10,29400.0,11.0,0.0,0.8336254102154529,1.0,1604.0,1.0,3.0,29400.0,1768.0
29500.0,0.343324,1.5703051454491086E-10,29500.0,11.0,0.0,0.8334725116318189,1.0,1604.0,1.0,1.8,29500.0,1768.0
29600.0,0.344493,1.575651951134205E-10,29600.0,11.0,0.0,0.8333876286237796,1.0,1604.0,1.0,2.2,29600.0,1768.0
29700.0,0.345773,1.5815064517988102E-10,29700.0,11.0,0.0,0.8332694173461487,1.0,1604.0,1.0,2.4,29700.0,1768.0
29800.0,0.348036,1.5918570260206861E-10,29800.0,11.0,0.0,0.833528165871639,1.0,1604.0,1.0,3.2,29800.0,1768.0
29900.0,0.34923,1.597318177421888E-10,29900.0,11.0,0.0,0.8334261522809812,1.0,1604.0,1.0,3.0,29900.0,1768.0
30000.0,0.350418,1.6027518858512244E-10,30000.0,11.0,0.0,0.8336806490458962,1.0,1604.0,1.0,1.4,30000.0,1768.0
30100.0,0.351282,1.606703673799833E-10,30100.0,11.0,0.0,0.8335238629813412,1.0,1604.0,1.0,2.4,30100.0,1768.0
30200.0,0.352058,1.6102529648277498E-10,30200.0,11.0,0.0,0.8334983212203809,1.0,1604.0,1.0,2.2,30200.0,1768.0
30300.0,0.353224,1.6155860490269135E-10,30300.0,12.0,0.0,0.833614439671276,1.0,1604.0,1.0,3.0,30300.0,1768.0
30400.0,0.353953,1.6189203701085517E-10,30400.0,12.0,0.0,0.8333519450271754,1.0,1604.0,1.0,2.8,30400.0,1768.0
30500.0,0.354668,1.622190657589171E-10,30500.0,12.0,0.0,0.8336042886539182,1.0,1604.0,1.0,1.8,30500.0,1768.0
30600.0,0.355399,1.6255341263280977E-10,30600.0,12.0,0.0,0.8337494084529207,1.0,1604.0,1.0,2.2,30600.0,1768.0
30700.0,0.356133,1.628891316552957E-10,30700.0,12.0,0.0,0.8335457250780877,1.0,1604.0,1.0,3.0,30700.0,1768.0
30800.0,0.356816,1.632015241516961E-10,30800.0,12.0,0.0,0.833721335407357,1.0,1604.0,1.0,3.4,30800.0,1768.0
30900.0,0.35763,1.6357383380333583E-10,30900.0,12.0,0.0,0.8337081989274092,1.0,1604.0,1.0,2.6,30900.0,1768.0
31000.0,0.358729,1.640764975713359E-10,31000.0,12.0,0.0,0.8335995747934031,1.0,1604.0,1.0,2.6,31000.0,1768.0
31100.0,0.359824,1.6457733180787828E-10,31100.0,12.0,0.0,0.833289040227411,1.0,1604.0,1.0,1.8,31100.0,1768.0
31200.0,0.360917,1.6507725127869181E-10,31200.0,12.0,0.0,0.8332873367288727,1.0,1604.0,1.0,2.6,31200.0,1768.0
31300.0,0.362128,1.6563114192750718E-10,31300.0,12.0,0.0,0.8330880574376973,1.0,1604.0,1.0,3.4,31300.0,1768.0
31400.0,0.363244,1.6614158120420244E-10,31400.0,12.0,0.0,0.8331116879103139,1.0,1604.0,1.0,3.0,31400.0,1768.0
31500.0,0.364362,1.6665293524662654E-10,31500.0,12.0,0.0,0.8331212947585833,1.0,1604.0,1.0,2.4,31500.0,1768.0
31600.0,0.365521,1.6718304198649196E-10,31600.0,12.0,0.0,0.8330306131400994,1.0,1604.0,1.0,2.4,31600.0,1768.0
31700.0,0.366789,1.677630034585794E-10,31700.0,12.0,0.0,0.8327315577999639,1.0,1604.0,1.0,1.8,31700.0,1768.0
31800.0,0.368058,1.6834342231353126E-10,31800.0,12.0,0.0,0.8326542498582202,1.0,1604.0,1.0,2.2,31800.0,1768.0
31900.0,0.36931,1.6891606565978794E-10,31900.0,12.0,0.0,0.8325564880434055,1.0,1604.0,1.0,3.4,31900.0,1768.0
32000.0,0.370362,1.6939723243316017E-10,32000.0,12.0,0.0,0.832565094083999,1.0,1604.0,1.0,2.0,32000.0,1768.0
32100.0,0.371064,1.697183152039846E-10,32100.0,12.0,0.0,0.8325020385135453,1.0,1604.0,1.0,2.8,32100.0,1768.0
32200.0,0.371751,1.700325372318427E-10,32200.0,12.0,0.0,0.8321352181954239,1.0,1604.0,1.0,2.8,32200.0,1768.0
32300.0,0.372514,1.7038152035739689E-10,32300.0,12.0,0.0,0.8321120404250916,1.0,1604.0,1.0,2.2,32300.0,1768.0
32400.0,0.37324,1.7071358031696746E-10,32400.0,12.0,0.0,0.832070858065464,1.0,1604.0,1.0,1.4,32400.0,1768.0
32500.0,0.373916,1.7102277113331693E-10,32500.0,12.0,0.0,0.8321208498016374,1.0,1604.0,1.0,4.0,32500.0,1768.0
32600.0,0.374606,1.713383653097683E-10,32600.0,12.0,0.0,0.8320161135277814,1.0,1604.0,1.0,2.4,32600.0,1768.0
32700.0,0.375823,1.718950002557702E-10,32700.0,12.0,0.0,0.8317241512060565,1.0,1604.0,1.0,2.4,32700.0,1768.0
32800.0,0.37698,1.7242419222990676E-10,32800.0,12.0,0.0,0.8319123965103066,1.0,1604.0,1.0,1.8,32800.0,1768.0
32900.0,0.378186,1.7297579596440002E-10,32900.0,12.0,0.0,0.8318663158808919,1.0,1604.0,1.0,2.0,32900.0,1768.0
33000.0,0.379307,1.734885221554174E-10,33000.0,12.0,0.0,0.8320076472472636,1.0,1604.0,1.0,2.4,33000.0,1768.0
33100.0,0.380425,1.739998761978415E-10,33100.0,13.0,0.0,0.8320426465537101,1.0,1604.0,1.0,2.4,33100.0,1768.0
33200.0,0.381541,1.7451031547453675E-10,33200.0,13.0,0.0,0.832088499099297,1.0,1604.0,1.0,2.4,33200.0,1768.0
33300.0,0.38284,1.7510445581542127E-10,33300.0,13.0,0.0,0.8321037617423976,1.0,1604.0,1.0,2.6,33300.0,1768.0
33400.0,0.38416,1.7570820119645867E-10,33400.0,13.0,0.0,0.8323440789901441,1.0,1604.0,1.0,2.6,33400.0,1768.0
33500.0,0.386179,1.7663165719972724E-10,33500.0,13.0,0.0,0.8325684485477308,1.0,1604.0,1.0,2.2,33500.0,1768.0
33600.0,0.387318,1.771526162823042E-10,33600.0,13.0,0.0,0.8324302395449104,1.0,1604.0,1.0,2.6,33600.0,1768.0
33700.0,0.388457,1.7767357536488115E-10,33700.0,13.0,0.0,0.832558946460102,1.0,1604.0,1.0,2.4,33700.0,1768.0
33800.0,0.389607,1.7819956565896676E-10,33800.0,13.0,0.0,0.8325233044630709,1.0,1604.0,1.0,1.8,33800.0,1768.0
33900.0,0.39077,1.7873150193028986E-10,33900.0,13.0,0.0,0.8325357620260325,1.0,1604.0,1.0,2.2,33900.0,1768.0
34000.0,0.392046,1.7931512246529268E-10,34000.0,13.0,0.0,0.8325881693550271,1.0,1604.0,1.0,3.4,34000.0,1768.0
34100.0,0.39326,1.7987038526270132E-10,34100.0,14.0,0.0,0.8328921305458054,1.0,1604.0,1.0,2.8,34100.0,1768.0
34200.0,0.394484,1.804302218887542E-10,34200.0,14.0,0.0,0.8327730898096771,1.0,1604.0,1.0,2.0,34200.0,1768.0
34300.0,0.395682,1.8097816656033206E-10,34300.0,14.0,0.0,0.8328351697980163,1.0,1604.0,1.0,1.8,34300.0,1768.0
34400.0,0.396951,1.8155858541528393E-10,34400.0,14.0,0.0,0.8325560482558694,1.0,1604.0,1.0,2.2,34400.0,1768.0
34500.0,0.398132,1.8209875457816661E-10,34500.0,14.0,0.0,0.8329278065161251,1.0,1604.0,1.0,3.2,34500.0,1768.0
34600.0,0.399223,1.825977592832513E-10,34600.0,14.0,0.0,0.83301145527996,1.0,1604.0,1.0,3.6,34600.0,1768.0
34700.0,0.400339,1.8310819855994656E-10,34700.0,14.0,0.0,0.8328305408697736,1.0,1604.0,1.0,3.0,34700.0,1768.0
34800.0,0.401443,1.8361314924226874E-10,34800.0,14.0,0.0,0.8330635609206682,1.0,1604.0,1.0,2.6,34800.0,1768.0
34900.0,0.402603,1.8414371336499858E-10,34900.0,14.0,0.0,0.8330793345146785,1.0,1604.0,1.0,2.0,34900.0,1768.0
35000.0,0.403717,1.84653237875965E-10,35000.0,14.0,0.0,0.8329918816087281,1.0,1604.0,1.0,2.6,35000.0,1768.0
35100.0,0.404822,1.851586459411516E-10,35100.0,14.0,0.0,0.8329588077254766,1.0,1604.0,1.0,2.6,35100.0,1768.0
35200.0,0.405966,1.8568189193805067E-10,35200.0,14.0,0.0,0.8328641913859389,1.0,1604.0,1.0,2.6,35200.0,1768.0
35300.0,0.407048,1.8617678019735555E-10,35300.0,14.0,0.0,0.8329195717361892,1.0,1604.0,1.0,2.8,35300.0,1768.0
35400.0,0.408154,1.8668264564540658E-10,35400.0,14.0,0.0,0.8330658926228802,1.0,1604.0,1.0,2.6,35400.0,1768.0
35500.0,0.409371,1.8723928059140848E-10,35500.0,14.0,0.0,0.8329015537687999,1.0,1604.0,1.0,3.2,35500.0,1768.0
35600.0,0.410533,1.8777075947986716E-10,35600.0,14.0,0.0,0.8326971651119853,1.0,1604.0,1.0,2.6,35600.0,1768.0
35700.0,0.411635,1.882747953964605E-10,35700.0,14.0,0.0,0.8324764992449403,1.0,1604.0,1.0,2.0,35700.0,1768.0
35800.0,0.412801,1.8880810381637687E-10,35800.0,14.0,0.0,0.8323100269067525,1.0,1604.0,1.0,2.6,35800.0,1768.0
35900.0,0.413922,1.8932083000739424E-10,35900.0,14.0,0.0,0.8325442986816834,1.0,1604.0,1.0,2.2,35900.0,1768.0
36000.0,0.415088,1.8985413842731062E-10,36000.0,14.0,0.0,0.8324021970636071,1.0,1604.0,1.0,2.8,36000.0,1768.0
36100.0,0.416202,1.9036366293827703E-10,36100.0,14.0,0.0,0.8322157060931569,1.0,1604.0,1.0,3.4,36100.0,1768.0
36200.0,0.417295,1.9086358240909056E-10,36200.0,14.0,0.0,0.8321516858093336,1.0,1604.0,1.0,2.2,36200.0,1768.0
36300.0,0.418436,1.9138545625739636E-10,36300.0,14.0,0.0,0.8321203670943625,1.0,1604.0,1.0,2.0,36300.0,1768.0
36400.0,0.419432,1.9184100959036094E-10,36400.0,14.0,0.0,0.832104346303985,1.0,1604.0,1.0,2.2,36400.0,1768.0
36500.0,0.420104,1.921483708752527E-10,36500.0,14.0,0.0,0.8320874815643691,1.0,1604.0,1.0,3.8,36500.0,1768.0
36600.0,0.420785,1.9245984860592426E-10,36600.0,14.0,0.0,0.8326800843178259,1.0,1604.0,1.0,2.4,36600.0,1768.0
36700.0,0.421463,1.9276995418800255E-10,36700.0,14.0,0.0,0.8325487546541596,1.0,1604.0,1.0,2.6,36700.0,1768.0
36800.0,0.422124,1.9307228426138567E-10,36800.0,14.0,0.0,0.8324476666747911,1.0,1604.0,1.0,2.6,36800.0,1768.0
36900.0,0.422768,1.933668388260736E-10,36900.0,14.0,0.0,0.8325511520475023,1.0,1604.0,1.0,1.6,36900.0,1768.0
37000.0,0.423443,1.9367557225955865E-10,37000.0,14.0,0.0,0.8324841633105085,1.0,1604.0,1.0,3.0,37000.0,1768.0
37100.0,0.424189,1.9401677987641766E-10,37100.0,14.0,0.0,0.8323678283180704,1.0,1604.0,1.0,2.8,37100.0,1768.0
37200.0,0.42488,1.9433283143573344E-10,37200.0,14.0,0.0,0.8323724171413031,1.0,1604.0,1.0,3.4,37200.0,1768.0
37300.0,0.425529,1.946296729147435E-10,37300.0,14.0,0.0,0.8325238591483364,1.0,1604.0,1.0,2.0,37300.0,1768.0
37400.0,0.426238,1.9495395736561888E-10,37400.0,14.0,0.0,0.8325871410454628,1.0,1604.0,1.0,2.6,37400.0,1768.0
37500.0,0.426896,1.9525491529040874E-10,37500.0,14.0,0.0,0.8326240228798953,1.0,1604.0,1.0,2.2,37500.0,1768.0
37600.0,0.427552,1.9555495844946975E-10,37600.0,14.0,0.0,0.8328143718042407,1.0,1604.0,1.0,2.2,37600.0,1768.0
37700.0,0.428234,1.9586689356300572E-10,37700.0,14.0,0.0,0.8325900426037731,1.0,1604.0,1.0,2.8,37700.0,1768.0
37800.0,0.428884,1.961641924248802E-10,37800.0,14.0,0.0,0.832366822799002,1.0,1604.0,1.0,2.0,37800.0,1768.0
37900.0,0.429529,1.9645920437243256E-10,37900.0,14.0,0.0,0.8324139967907384,1.0,1604.0,1.0,2.0,37900.0,1768.0
38000.0,0.430175,1.9675467370284934E-10,38000.0,14.0,0.0,0.8322924163254323,1.0,1604.0,1.0,2.2,38000.0,1768.0
38100.0,0.430847,1.9706203498774111E-10,38100.0,14.0,0.0,0.8323981705168725,1.0,1604.0,1.0,3.4,38100.0,1768.0
38200.0,0.431491,1.9735658955242905E-10,38200.0,14.0,0.0,0.8327699292328673,1.0,1604.0,1.0,2.8,38200.0,1768.0
