learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),learned instances,detected changes,detected warnings,prediction error (average),true changes,delay detection (average),true changes detected,input values,model training instances,model serialized size (bytes)
38300.0,0.432128,1.9764794243706603E-10,38300.0,14.0,0.0,0.8328933048419681,1.0,1604.0,1.0,3.2,38300.0,1768.0
38400.0,0.432794,1.9795255942477126E-10,38400.0,14.0,0.0,0.8329331987173945,1.0,1604.0,1.0,2.4,38400.0,1768.0
38500.0,0.433543,1.9829513919022354E-10,38500.0,14.0,0.0,0.8328939852244497,1.0,1604.0,1.0,2.8,38500.0,1768.0
38600.0,0.434201,1.985960971150134E-10,38600.0,14.0,0.0,0.8329138041780995,1.0,1604.0,1.0,2.6,38600.0,1768.0
38700.0,0.434889,1.989107765257359E-10,38700.0,14.0,0.0,0.8330468078094982,1.0,1604.0,1.0,2.2,38700.0,1768.0
38800.0,0.435599,1.9923551835947572E-10,38800.0,14.0,0.0,0.8329564355311557,1.0,1604.0,1.0,2.6,38800.0,1768.0
38900.0,0.436249,1.995328172213502E-10,38900.0,14.0,0.0,0.8330923062993999,1.0,1604.0,1.0,2.6,38900.0,1768.0
39000.0,0.436891,1.998264570203093E-10,39000.0,14.0,0.0,0.8329611390907451,1.0,1604.0,1.0,2.8,39000.0,1768.0
39100.0,0.437533,2.0012009681926838E-10,39100.0,14.0,0.0,0.8330001691811452,1.0,1604.0,1.0,3.4,39100.0,1768.0
39200.0,0.438214,2.0043157454993993E-10,39200.0,14.0,0.0,0.8330110708721049,1.0,1604.0,1.0,2.0,39200.0,1768.0
39300.0,0.43886,2.0072704388035671E-10,39300.0,14.0,0.0,0.8329154629178016,1.0,1604.0,1.0,2.6,39300.0,1768.0
39400.0,0.439601,2.010659645828936E-10,39400.0,14.0,0.0,0.8326713451921112,1.0,1604.0,1.0,3.0,39400.0,1768.0
39500.0,0.440326,2.0139756715959976E-10,39500.0,14.0,0.0,0.8326794953686987,1.0,1604.0,1.0,1.8,39500.0,1768.0
39600.0,0.440988,2.017003546158473E-10,39600.0,14.0,0.0,0.8327457051612054,1.0,1604.0,1.0,2.6,39600.0,1768.0
39700.0,0.441639,2.019981108605862E-10,39700.0,14.0,0.0,0.8327800964107113,1.0,1604.0,1.0,3.4,39700.0,1768.0
39800.0,0.442279,2.0229083589381645E-10,39800.0,14.0,0.0,0.8326864644744015,1.0,1604.0,1.0,3.0,39800.0,1768.0
39900.0,0.442948,2.0259682503011496E-10,39900.0,14.0,0.0,0.8329805911540463,1.0,1604.0,1.0,2.4,39900.0,1768.0
40000.0,0.443591,2.0289092221193847E-10,40000.0,14.0,0.0,0.8330132031530713,1.0,1604.0,1.0,2.6,40000.0,1768.0
40100.0,0.444231,2.0318364724516872E-10,40100.0,14.0,0.0,0.8328148259336499,1.0,1604.0,1.0,3.2,40100.0,1768.0
40200.0,0.444861,2.0347179844975473E-10,40200.0,14.0,0.0,0.832986826996201,1.0,1604.0,1.0,2.8,40200.0,1768.0
40300.0,0.445929,2.0396028334895772E-10,40300.0,14.0,0.0,0.8327131526286383,1.0,1604.0,1.0,2.8,40300.0,1768.0
40400.0,0.446941,2.0442315480775306E-10,40400.0,14.0,0.0,0.8327315865431849,1.0,1604.0,1.0,2.4,40400.0,1768.0
40500.0,0.447605,2.0472685702972945E-10,40500.0,14.0,0.0,0.8330238860879633,1.0,1604.0,1.0,2.8,40500.0,1768.0
40600.0,0.448332,2.0505937437216446E-10,40600.0,14.0,0.0,0.8331029811525197,1.0,1604.0,1.0,3.0,40600.0,1768.0
40700.0,0.448979,2.0535530108544566E-10,40700.0,14.0,0.0,0.8328903141639424,1.0,1604.0,1.0,2.6,40700.0,1768.0
40800.0,0.449623,2.056498556501336E-10,40800.0,14.0,0.0,0.832829845730943,1.0,1604.0,1.0,2.2,40800.0,1768.0
40900.0,0.450265,2.059434954490927E-10,40900.0,14.0,0.0,0.8329495974238736,1.0,1604.0,1.0,2.2,40900.0,1768.0
41000.0,0.450929,2.0624719767106908E-10,41000.0,14.0,0.0,0.8326508021286338,1.0,1604.0,1.0,2.4,41000.0,1768.0
41100.0,0.451573,2.0654175223575702E-10,41100.0,15.0,0.0,0.8327567438611249,1.0,1604.0,1.0,3.4,41100.0,1768.0
41200.0,0.45221,2.06833105120394E-10,41200.0,15.0,0.0,0.8326525689665135,1.0,1604.0,1.0,2.8,41200.0,1768.0
41300.0,0.452864,2.0713223351372616E-10,41300.0,15.0,0.0,0.8326072467546533,1.0,1604.0,1.0,2.6,41300.0,1768.0
41400.0,0.453505,2.0742541592982083E-10,41400.0,15.0,0.0,0.8325477200524932,1.0,1604.0,1.0,2.6,41400.0,1768.0
41500.0,0.454196,2.077414674891366E-10,41500.0,15.0,0.0,0.8325021620646892,1.0,1604.0,1.0,3.0,41500.0,1768.0
41600.0,0.45484,2.0803602205382454E-10,41600.0,15.0,0.0,0.8326423903594131,1.0,1604.0,1.0,2.4,41600.0,1768.0
41700.0,0.455552,2.083616786532932E-10,41700.0,15.0,0.0,0.8322864253645046,1.0,1604.0,1.0,1.6,41700.0,1768.0
41800.0,0.456216,2.086653808752696E-10,41800.0,15.0,0.0,0.832361902252357,1.0,1604.0,1.0,3.2,41800.0,1768.0
41900.0,0.456908,2.089818898174498E-10,41900.0,15.0,0.0,0.8321803518582213,1.0,1604.0,1.0,2.0,41900.0,1768.0
42000.0,0.457575,2.0928696418801946E-10,42000.0,15.0,0.0,0.832207241893106,1.0,1604.0,1.0,2.4,42000.0,1768.0
42100.0,0.458258,2.0959935668441986E-10,42100.0,15.0,0.0,0.832167223375945,1.0,1604.0,1.0,2.4,42100.0,1768.0
42200.0,0.458929,2.099062605864472E-10,42200.0,15.0,0.0,0.8319904854747583,1.0,1604.0,1.0,3.8,42200.0,1768.0
42300.0,0.459591,2.1020904804269476E-10,42300.0,16.0,0.0,0.8318917311949405,1.0,1604.0,1.0,1.8,42300.0,1768.0
42400.0,0.460284,2.1052601436773938E-10,42400.0,16.0,0.0,0.8320239768366117,1.0,1604.0,1.0,2.6,42400.0,1768.0
42500.0,0.460943,2.1082742967539366E-10,42500.0,16.0,0.0,0.8319120220209155,1.0,1604.0,1.0,2.0,42500.0,1768.0
42600.0,0.461592,2.111242711544037E-10,42600.0,16.0,0.0,0.8319522977512158,1.0,1604.0,1.0,2.4,42600.0,1768.0
42700.0,0.462235,2.1141836833622722E-10,42700.0,16.0,0.0,0.8320888834287905,1.0,1604.0,1.0,2.4,42700.0,1768.0
42800.0,0.463054,2.1179296490218907E-10,42800.0,16.0,0.0,0.8319856638389181,1.0,1604.0,1.0,3.8,42800.0,1768.0
42900.0,0.463608,2.12046355009079E-10,42900.0,16.0,0.0,0.8318983616150042,1.0,1604.0,1.0,3.0,42900.0,1768.0
43000.0,0.464162,2.1229974511596895E-10,43000.0,16.0,0.0,0.8317864076591621,1.0,1604.0,1.0,3.0,43000.0,1768.0
43100.0,0.464732,2.1256045334868965E-10,43100.0,16.0,0.0,0.83185111837814,1.0,1604.0,1.0,2.4,43100.0,1768.0
43200.0,0.465341,2.128389995131228E-10,43200.0,16.0,0.0,0.8319610379303243,1.0,1604.0,1.0,2.6,43200.0,1768.0
43300.0,0.465942,2.131138866146406E-10,43300.0,16.0,0.0,0.832008014923865,1.0,1604.0,1.0,2.2,43300.0,1768.0
43400.0,0.466494,2.133663619558017E-10,43400.0,17.0,0.0,0.8321126365437901,1.0,1604.0,1.0,2.6,43400.0,1768.0
43500.0,0.467086,2.1363713261153966E-10,43500.0,17.0,0.0,0.8322174612267036,1.0,1604.0,1.0,2.2,43500.0,1768.0
43600.0,0.467639,2.1389006533556518E-10,43600.0,17.0,0.0,0.8323201904334099,1.0,1604.0,1.0,2.4,43600.0,1768.0
43700.0,0.468174,2.1413476516803108E-10,43700.0,17.0,0.0,0.832443770328111,1.0,1604.0,1.0,2.2,43700.0,1768.0
43800.0,0.468756,2.1440096199512483E-10,43800.0,17.0,0.0,0.8323959545334964,1.0,1604.0,1.0,1.8,43800.0,1768.0
43900.0,0.469344,2.1466990311940512E-10,43900.0,17.0,0.0,0.8325047255146394,1.0,1604.0,1.0,2.8,43900.0,1768.0
44000.0,0.469888,2.1491871939765083E-10,44000.0,17.0,0.0,0.8325022348036276,1.0,1604.0,1.0,2.2,44000.0,1768.0
44100.0,0.470556,2.1522425115108491E-10,44100.0,17.0,0.0,0.8326423639676779,1.0,1604.0,1.0,2.2,44100.0,1768.0
44200.0,0.471216,2.1552612384160361E-10,44200.0,17.0,0.0,0.8326076634467432,1.0,1604.0,1.0,2.4,44200.0,1768.0
44300.0,0.471768,2.157785991827647E-10,44300.0,17.0,0.0,0.832558795665002,1.0,1604.0,1.0,2.4,44300.0,1768.0
44400.0,0.472304,2.1602375639809503E-10,44400.0,17.0,0.0,0.8324959045767121,1.0,1604.0,1.0,2.8,44400.0,1768.0
44500.0,0.472837,2.162675414648321E-10,44500.0,17.0,0.0,0.8325101757782679,1.0,1604.0,1.0,3.0,44500.0,1768.0
44600.0,0.473412,2.165305366118749E-10,44600.0,17.0,0.0,0.8322346820989052,1.0,1604.0,1.0,3.0,44600.0,1768.0
44700.0,0.473987,2.1679353175891772E-10,44700.0,17.0,0.0,0.8324076312920966,1.0,1604.0,1.0,4.2,44700.0,1768.0
44800.0,0.474919,2.1721981258855927E-10,44800.0,17.0,0.0,0.8324748584139477,1.0,1604.0,1.0,3.0,44800.0,1768.0
44900.0,0.47584,2.1764106220669219E-10,44900.0,17.0,0.0,0.8323971450336585,1.0,1604.0,1.0,2.6,44900.0,1768.0
45000.0,0.476715,2.1804127221306168E-10,45000.0,17.0,0.0,0.8325713409997911,1.0,1604.0,1.0,2.8,45000.0,1768.0
45100.0,0.477616,2.1845337417390614E-10,45100.0,17.0,0.0,0.8327808294824031,1.0,1604.0,1.0,2.4,45100.0,1768.0
45200.0,0.478472,2.188448939058516E-10,45200.0,17.0,0.0,0.8328111965645388,1.0,1604.0,1.0,1.8,45200.0,1768.0
45300.0,0.479365,2.1925333680378069E-10,45300.0,17.0,0.0,0.8329514202677344,1.0,1604.0,1.0,1.6,45300.0,1768.0
45400.0,0.480284,2.1967367165618476E-10,45400.0,17.0,0.0,0.8331083807579163,1.0,1604.0,1.0,2.4,45400.0,1768.0
45500.0,0.481142,2.2006610615385907E-10,45500.0,17.0,0.0,0.8331040859843776,1.0,1604.0,1.0,2.2,45500.0,1768.0
45600.0,0.48204,2.2047683596611026E-10,45600.0,17.0,0.0,0.8332072944112301,1.0,1604.0,1.0,3.0,45600.0,1768.0
45700.0,0.482906,2.2087292952669995E-10,45700.0,17.0,0.0,0.8331311086776079,1.0,1604.0,1.0,1.8,45700.0,1768.0
45800.0,0.483756,2.2126170496145888E-10,45800.0,17.0,0.0,0.8332258344578094,1.0,1604.0,1.0,3.0,45800.0,1768.0
45900.0,0.484643,2.2166740356220142E-10,45900.0,17.0,0.0,0.8333021381737953,1.0,1604.0,1.0,2.4,45900.0,1768.0
46000.0,0.48598,2.2227892445193399E-10,46000.0,17.0,0.0,0.8331474259502982,1.0,1604.0,1.0,2.8,46000.0,1768.0
46100.0,0.486857,2.2268004922403233E-10,46100.0,17.0,0.0,0.833123814047213,1.0,1604.0,1.0,3.0,46100.0,1768.0
46200.0,0.487733,2.2308071661326625E-10,46200.0,17.0,0.0,0.8331793341966948,1.0,1604.0,1.0,1.8,46200.0,1768.0
46300.0,0.488674,2.235111138886876E-10,46300.0,17.0,0.0,0.8330089204791505,1.0,1604.0,1.0,2.6,46300.0,1768.0
46400.0,0.489624,2.2394562760988875E-10,46400.0,17.0,0.0,0.8329774183711385,1.0,1604.0,1.0,2.2,46400.0,1768.0
46500.0,0.490547,2.243677919937505E-10,46500.0,17.0,0.0,0.8330448417479748,1.0,1604.0,1.0,1.8,46500.0,1768.0
46600.0,0.4914,2.247579395771027E-10,46600.0,17.0,0.0,0.8329922818743135,1.0,1604.0,1.0,3.8,46600.0,1768.0
46700.0,0.492351,2.2519291068116828E-10,46700.0,17.0,0.0,0.8330463858698972,1.0,1604.0,1.0,2.0,46700.0,1768.0
46800.0,0.49321,2.25585802561707E-10,46800.0,17.0,0.0,0.8330060866349973,1.0,1604.0,1.0,1.8,46800.0,1768.0
46875.0,0.494129,2.2600613741411108E-10,46875.0,17.0,0.0,0.832927954539692,1.0,1604.0,1.0,2.4,46875.0,1768.0
